Datetime;Spot;day_cat
201902052300;46.98;1
201902060000;42.8;1
201902060100;41.63;1
201902060200;40.98;1
201902060300;40.4;1
201902060400;41.38;1
201902060500;42.31;1
201902060600;51.1;1
201902060700;57.59;1
201902060800;59.01;1
201902060900;53.34;1
201902061000;53.54;1
201902061100;53.32;1
201902061200;53.19;1
201902061300;52.81;1
201902061400;52.93;1
201902061500;54.3;1
201902061600;56.73;1
201902061700;60.27;1
201902061800;62.4;1
201902061900;59.62;1
201902062000;55.8;1
201902062100;50.49;1
201902062200;49.5;1
201902062300;46.18;1
201902070000;46.25;1
201902070100;45.21;1
201902070200;41.24;1
201902070300;38.05;1
201902070400;37;1
201902070500;39.04;1
201902070600;48.06;1
201902070700;53.29;1
201902070800;53.04;1
201902070900;51.98;1
201902071000;51.47;1
201902071100;46.38;1
201902071200;43.24;1
201902071300;42.32;1
201902071400;40.75;1
201902071500;41.63;1
201902071600;41.77;1
201902071700;51.37;1
201902071800;51.4;1
201902071900;45.75;1
201902072000;46.07;1
201902072100;41.47;1
201902072200;38.71;1
201902072300;33.68;1
201902080000;32.73;1
201902080100;33.24;1
201902080200;32.57;1
201902080300;31.16;1
201902080400;35.71;1
201902080500;38.99;1
201902080600;45.85;1
201902080700;56.33;1
201902080800;57.94;1
201902080900;54.91;1
201902081000;51.35;1
201902081100;50.66;1
201902081200;44.59;1
201902081300;39.51;1
201902081400;38.77;1
201902081500;42.31;1
201902081600;43.98;1
201902081700;49.61;1
201902081800;50.66;1
201902081900;46.04;1
201902082000;35.88;1
201902082100;33.96;1
201902082200;27.56;1
201902082300;24.47;1
201902090000;0.02;2
201902090100;0.08;2
201902090200;-4.09;2
201902090300;-4;2
201902090400;0.06;2
201902090500;0.09;2
201902090600;0.05;2
201902090700;6.37;2
201902090800;12.08;2
201902090900;11.18;2
201902091000;10.64;2
201902091100;4.12;2
201902091200;0.05;2
201902091300;-0.1;2
201902091400;-2.05;2
201902091500;0.09;2
201902091600;9.64;2
201902091700;26.97;2
201902091800;36.17;2
201902091900;25.97;2
201902092000;16.96;2
201902092100;0.09;2
201902092200;12.91;2
201902092300;0.09;2
201902100000;22.88;3
201902100100;16.16;3
201902100200;16.02;3
201902100300;12.45;3
201902100400;10.19;3
201902100500;14.51;3
201902100600;7.01;3
201902100700;10.98;3
201902100800;20.62;3
201902100900;32.95;3
201902101000;36.75;3
201902101100;38.68;3
201902101200;32.5;3
201902101300;34;3
201902101400;31.2;3
201902101500;27.99;3
201902101600;32.61;3
201902101700;39.41;3
201902101800;49.19;3
201902101900;49.48;3
201902102000;43.1;3
201902102100;28.99;3
201902102200;34.37;3
201902102300;30.58;3
201902110000;-0.01;1
201902110100;-1.22;1
201902110200;-0.04;1
201902110300;-3.54;1
201902110400;-3.95;1
201902110500;5.65;1
201902110600;39.91;1
201902110700;49.04;1
201902110800;49.41;1
201902110900;44.99;1
201902111000;39.94;1
201902111100;38.73;1
201902111200;36.59;1
201902111300;38.54;1
201902111400;38.66;1
201902111500;38.86;1
201902111600;38.61;1
201902111700;48.11;1
201902111800;48.51;1
201902111900;48.73;1
201902112000;47.96;1
201902112100;41.27;1
201902112200;45.19;1
201902112300;37.34;1
201902120000;37.29;1
201902120100;32.8;1
201902120200;29.71;1
201902120300;31;1
201902120400;36.08;1
201902120500;40.02;1
201902120600;46.44;1
201902120700;55.19;1
201902120800;54.91;1
201902120900;57.33;1
201902121000;55.66;1
201902121100;50.93;1
201902121200;50.02;1
201902121300;49.59;1
201902121400;49.98;1
201902121500;50.17;1
201902121600;52.84;1
201902121700;56.92;1
201902121800;60.47;1
201902121900;51.27;1
201902122000;45.96;1
201902122100;41.6;1
201902122200;43.96;1
201902122300;41.51;1
201902130000;34.14;1
201902130100;37.21;1
201902130200;36.29;1
201902130300;33.31;1
201902130400;37.58;1
201902130500;35.34;1
201902130600;45.84;1
201902130700;52.46;1
201902130800;49.99;1
201902130900;47.33;1
201902131000;46.96;1
201902131100;46.66;1
201902131200;46.14;1
201902131300;46.15;1
201902131400;46.3;1
201902131500;46.82;1
201902131600;49.71;1
201902131700;53.94;1
201902131800;56.55;1
201902131900;54.34;1
201902132000;50.13;1
201902132100;46.42;1
201902132200;46.43;1
201902132300;43.16;1
201902140000;40.74;1
201902140100;39.15;1
201902140200;38.64;1
201902140300;39;1
201902140400;38.47;1
201902140500;43.04;1
201902140600;53.17;1
201902140700;60.73;1
201902140800;63.67;1
201902140900;56.99;1
201902141000;53.01;1
201902141100;46.12;1
201902141200;44;1
201902141300;44.65;1
201902141400;44.62;1
201902141500;47.12;1
201902141600;52.39;1
201902141700;55.63;1
201902141800;60.2;1
201902141900;61.93;1
201902142000;54.97;1
201902142100;49.69;1
201902142200;47.48;1
201902142300;42.76;1
201902150000;43.75;1
201902150100;42.19;1
201902150200;41.72;1
201902150300;40.19;1
201902150400;41.1;1
201902150500;43.67;1
201902150600;52.98;1
201902150700;59.98;1
201902150800;61.73;1
201902150900;55.41;1
201902151000;51.71;1
201902151100;44.11;1
201902151200;42.87;1
201902151300;42.43;1
201902151400;42.52;1
201902151500;44.41;1
201902151600;48.18;1
201902151700;53.61;1
201902151800;56.54;1
201902151900;55.49;1
201902152000;51;1
201902152100;43.37;1
201902152200;44.43;1
201902152300;39.45;1
201902160000;35.42;2
201902160100;35.19;2
201902160200;36;2
201902160300;36.29;2
201902160400;36.52;2
201902160500;35.5;2
201902160600;38.39;2
201902160700;40.39;2
201902160800;40.94;2
201902160900;36.08;2
201902161000;31.09;2
201902161100;35.19;2
201902161200;35.62;2
201902161300;36;2
201902161400;37.21;2
201902161500;39.61;2
201902161600;42.11;2
201902161700;46.83;2
201902161800;52.06;2
201902161900;48;2
201902162000;46.47;2
201902162100;40.67;2
201902162200;38.99;2
201902162300;40.7;2
201902170000;35.57;3
201902170100;35.46;3
201902170200;37.24;3
201902170300;36.27;3
201902170400;36.13;3
201902170500;36.74;3
201902170600;36.52;3
201902170700;38.82;3
201902170800;40;3
201902170900;38.88;3
201902171000;36.15;3
201902171100;36.5;3
201902171200;37.41;3
201902171300;35.09;3
201902171400;35.12;3
201902171500;36.27;3
201902171600;39.36;3
201902171700;44.03;3
201902171800;49.6;3
201902171900;50.07;3
201902172000;46.15;3
201902172100;38.27;3
201902172200;42.83;3
201902172300;38.75;3
201902180000;39.41;1
201902180100;38.78;1
201902180200;38.78;1
201902180300;38.2;1
201902180400;38.8;1
201902180500;40;1
201902180600;51.72;1
201902180700;57.37;1
201902180800;56.01;1
201902180900;52.61;1
201902181000;48.43;1
201902181100;44.81;1
201902181200;43.09;1
201902181300;42.91;1
201902181400;44.73;1
201902181500;47.35;1
201902181600;50.9;1
201902181700;52.94;1
201902181800;56.94;1
201902181900;55.76;1
201902182000;51.91;1
201902182100;43.98;1
201902182200;42.23;1
201902182300;35.87;1
201902190000;36.09;1
201902190100;35.43;1
201902190200;35.42;1
201902190300;36;1
201902190400;36.08;1
201902190500;38.1;1
201902190600;44.95;1
201902190700;48.68;1
201902190800;46.76;1
201902190900;44.22;1
201902191000;41.37;1
201902191100;36.45;1
201902191200;36.31;1
201902191300;36.41;1
201902191400;38.09;1
201902191500;38.87;1
201902191600;42.9;1
201902191700;50.92;1
201902191800;54.09;1
201902191900;52.42;1
201902192000;44.9;1
201902192100;41.63;1
201902192200;39.74;1
201902192300;35.69;1
201902200000;35.26;1
201902200100;34.88;1
201902200200;32.95;1
201902200300;35.06;1
201902200400;36.06;1
201902200500;38.06;1
201902200600;49.12;1
201902200700;54.66;1
201902200800;54.58;1
201902200900;53.08;1
201902201000;52.09;1
201902201100;49.73;1
201902201200;43.74;1
201902201300;45.05;1
201902201400;45.58;1
201902201500;46.01;1
201902201600;49.79;1
201902201700;51.96;1
201902201800;54.25;1
201902201900;54.34;1
201902202000;50.75;1
201902202100;44.06;1
201902202200;43.27;1
201902202300;40.13;1
201902210000;37.13;1
201902210100;36;1
201902210200;35.49;1
201902210300;35.36;1
201902210400;36.08;1
201902210500;37.9;1
201902210600;45.35;1
201902210700;49.78;1
201902210800;50.5;1
201902210900;46.7;1
201902211000;43.2;1
201902211100;40.2;1
201902211200;36.44;1
201902211300;37.15;1
201902211400;39.13;1
201902211500;42.89;1
201902211600;46.3;1
201902211700;50.61;1
201902211800;53.1;1
201902211900;52.98;1
201902212000;51.39;1
201902212100;46.13;1
201902212200;45.08;1
201902212300;42.69;1
201902220000;41.48;1
201902220100;40.32;1
201902220200;39.84;1
201902220300;39.59;1
201902220400;39.35;1
201902220500;42;1
201902220600;50.4;1
201902220700;55.03;1
201902220800;57.95;1
201902220900;55.62;1
201902221000;54.14;1
201902221100;53.06;1
201902221200;51.45;1
201902221300;48.99;1
201902221400;45.88;1
201902221500;44.75;1
201902221600;46.46;1
201902221700;50.42;1
201902221800;52.4;1
201902221900;50.47;1
201902222000;46.06;1
201902222100;43.02;1
201902222200;44.58;1
201902222300;39.6;1
201902230000;38.04;2
201902230100;36.54;2
201902230200;36.06;2
201902230300;36.01;2
201902230400;35.61;2
201902230500;36.03;2
201902230600;37.3;2
201902230700;41.11;2
201902230800;43.57;2
201902230900;41.72;2
201902231000;40.94;2
201902231100;38.02;2
201902231200;35.66;2
201902231300;35.32;2
201902231400;35.62;2
201902231500;35.49;2
201902231600;42.34;2
201902231700;47.49;2
201902231800;51.57;2
201902231900;50.97;2
201902232000;46.99;2
201902232100;40.35;2
201902232200;41.59;2
201902232300;39;2
201902240000;37.82;3
201902240100;36.96;3
201902240200;36.97;3
201902240300;36.21;3
201902240400;36.21;3
201902240500;37.04;3
201902240600;36.98;3
201902240700;37.98;3
201902240800;39.11;3
201902240900;39.79;3
201902241000;37.65;3
201902241100;37.06;3
201902241200;37.14;3
201902241300;35;3
201902241400;34.54;3
201902241500;35.25;3
201902241600;37.04;3
201902241700;42.37;3
201902241800;51;3
201902241900;51.47;3
201902242000;50;3
201902242100;44.46;3
201902242200;47.65;3
201902242300;44.1;3
201902250000;38.7;1
201902250100;37.02;1
201902250200;37;1
201902250300;36.37;1
201902250400;36.06;1
201902250500;40.07;1
201902250600;50.02;1
201902250700;56.88;1
201902250800;55.59;1
201902250900;50.72;1
201902251000;45.18;1
201902251100;41.85;1
201902251200;40.09;1
201902251300;38.98;1
201902251400;37.88;1
201902251500;42;1
201902251600;44.4;1
201902251700;51.15;1
201902251800;55.07;1
201902251900;54.4;1
201902252000;50.61;1
201902252100;43.09;1
201902252200;42.4;1
201902252300;40.4;1
201902260000;37.1;1
201902260100;37;1
201902260200;36.84;1
201902260300;35.88;1
201902260400;36.77;1
201902260500;39.41;1
201902260600;48.74;1
201902260700;53.04;1
201902260800;51.88;1
201902260900;49.92;1
201902261000;44.39;1
201902261100;41.69;1
201902261200;39.28;1
201902261300;39;1
201902261400;37.91;1
201902261500;41.45;1
201902261600;46.88;1
201902261700;53.46;1
201902261800;58.17;1
201902261900;54.94;1
201902262000;50.92;1
201902262100;47.57;1
201902262200;46.8;1
201902262300;41.41;1
201902270000;40.98;1
201902270100;39.42;1
201902270200;38.58;1
201902270300;37.99;1
201902270400;39.16;1
201902270500;41.48;1
201902270600;50.84;1
201902270700;58.71;1
201902270800;54.19;1
201902270900;49.95;1
201902271000;44.57;1
201902271100;40.79;1
201902271200;39.63;1
201902271300;39.58;1
201902271400;40.06;1
201902271500;40.62;1
201902271600;44.94;1
201902271700;49.92;1
201902271800;51.96;1
201902271900;51.82;1
201902272000;46.69;1
201902272100;41.58;1
201902272200;41.39;1
201902272300;36.21;1
201902280000;29.78;1
201902280100;30.41;1
201902280200;29.8;1
201902280300;27.61;1
201902280400;28.96;1
201902280500;32.93;1
201902280600;42.45;1
201902280700;48.87;1
201902280800;47.47;1
201902280900;42.7;1
201902281000;42.47;1
201902281100;38.89;1
201902281200;38;1
201902281300;37.08;1
201902281400;38.05;1
201902281500;40.7;1
201902281600;42.73;1
201902281700;48.03;1
201902281800;50.96;1
201902281900;50.97;1
201902282000;48.54;1
201902282100;44.2;1
201902282200;43.21;1
201902282300;41.44;1
201903010000;39.4;1
201903010100;37.1;1
201903010200;36.67;1
201903010300;36.27;1
201903010400;37.33;1
201903010500;39.63;1
201903010600;46.75;1
201903010700;47.98;1
201903010800;49.99;1
201903010900;50.28;1
201903011000;51.15;1
201903011100;50.97;1
201903011200;48.56;1
201903011300;47.4;1
201903011400;46.91;1
201903011500;45.97;1
201903011600;46.93;1
201903011700;50.79;1
201903011800;52.59;1
201903011900;52.49;1
201903012000;48.66;1
201903012100;46.53;1
201903012200;45.65;1
201903012300;44.41;1
201903020000;44.19;2
201903020100;43.28;2
201903020200;41.09;2
201903020300;39.49;2
201903020400;39.59;2
201903020500;39.97;2
201903020600;41.42;2
201903020700;43.92;2
201903020800;47.89;2
201903020900;48.6;2
201903021000;47.9;2
201903021100;45.84;2
201903021200;43.9;2
201903021300;40.21;2
201903021400;39.26;2
201903021500;39.18;2
201903021600;40.92;2
201903021700;43.84;2
201903021800;46.49;2
201903021900;46.8;2
201903022000;38.27;2
201903022100;32.07;2
201903022200;30.52;2
201903022300;25.34;2
201903030000;22.77;3
201903030100;8.67;3
201903030200;1.84;3
201903030300;0.09;3
201903030400;0.07;3
201903030500;0.03;3
201903030600;-2.81;3
201903030700;-0.04;3
201903030800;2.86;3
201903030900;0.08;3
201903031000;0.11;3
201903031100;3.33;3
201903031200;4.02;3
201903031300;1.06;3
201903031400;2;3
201903031500;4.75;3
201903031600;15;3
201903031700;22.72;3
201903031800;31.8;3
201903031900;38.49;3
201903032000;24.83;3
201903032100;19.92;3
201903032200;24.3;3
201903032300;19.47;3
201903040000;-0.07;1
201903040100;-0.21;1
201903040200;-6.86;1
201903040300;-7;1
201903040400;-2.47;1
201903040500;6.24;1
201903040600;25.83;1
201903040700;37.96;1
201903040800;33.1;1
201903040900;20.69;1
201903041000;7.54;1
201903041100;0.09;1
201903041200;4.28;1
201903041300;0.07;1
201903041400;5.28;1
201903041500;12.81;1
201903041600;14.81;1
201903041700;27.09;1
201903041800;42.46;1
201903041900;43.02;1
201903042000;25.98;1
201903042100;21.1;1
201903042200;10.06;1
201903042300;-2.39;1
201903050000;-0.08;1
201903050100;-2.39;1
201903050200;-4.95;1
201903050300;-1.92;1
201903050400;-2.23;1
201903050500;11.23;1
201903050600;33.49;1
201903050700;44.24;1
201903050800;40.76;1
201903050900;34.59;1
201903051000;27.31;1
201903051100;31.07;1
201903051200;32.45;1
201903051300;34.04;1
201903051400;37.7;1
201903051500;44.09;1
201903051600;46.39;1
201903051700;49.27;1
201903051800;55.01;1
201903051900;55.23;1
201903052000;51.1;1
201903052100;48.09;1
201903052200;46.09;1
201903052300;41.54;1
201903060000;36.08;1
201903060100;32.69;1
201903060200;33.01;1
201903060300;32.2;1
201903060400;30.7;1
201903060500;33.11;1
201903060600;43.81;1
201903060700;47.46;1
201903060800;47.38;1
201903060900;40.04;1
201903061000;33.13;1
201903061100;29.79;1
201903061200;28.65;1
201903061300;28.62;1
201903061400;28.9;1
201903061500;28.66;1
201903061600;29.37;1
201903061700;36.88;1
201903061800;43.7;1
201903061900;43.9;1
201903062000;40.38;1
201903062100;28.96;1
201903062200;29.55;1
201903062300;27.49;1
201903070000;25.05;1
201903070100;23.81;1
201903070200;21.16;1
201903070300;17.97;1
201903070400;21.8;1
201903070500;23.17;1
201903070600;31.58;1
201903070700;39.91;1
201903070800;39.4;1
201903070900;32.39;1
201903071000;28.35;1
201903071100;28.54;1
201903071200;28.22;1
201903071300;25.63;1
201903071400;27.62;1
201903071500;27.54;1
201903071600;28.24;1
201903071700;34.06;1
201903071800;43.95;1
201903071900;45.01;1
201903072000;39.76;1
201903072100;27.12;1
201903072200;29.25;1
201903072300;7.01;1
201903080000;12.49;1
201903080100;-2.47;1
201903080200;-4.97;1
201903080300;-1.71;1
201903080400;0.76;1
201903080500;19.94;1
201903080600;25.78;1
201903080700;36.05;1
201903080800;32.34;1
201903080900;25.06;1
201903081000;22.96;1
201903081100;25.61;1
201903081200;23.35;1
201903081300;23.48;1
201903081400;25.38;1
201903081500;33.71;1
201903081600;38.34;1
201903081700;43.07;1
201903081800;48.72;1
201903081900;50.95;1
201903082000;44.04;1
201903082100;40.57;1
201903082200;39.24;1
201903082300;30.61;1
201903090000;27.67;2
201903090100;15.4;2
201903090200;4.24;2
201903090300;0.07;2
201903090400;0.06;2
201903090500;0.03;2
201903090600;-0.04;2
201903090700;0.13;2
201903090800;10.05;2
201903090900;8.54;2
201903091000;7.83;2
201903091100;11.03;2
201903091200;0.74;2
201903091300;0.04;2
201903091400;-0.08;2
201903091500;-0.82;2
201903091600;0.08;2
201903091700;10.96;2
201903091800;22.8;2
201903091900;25.08;2
201903092000;21.62;2
201903092100;11.96;2
201903092200;13.37;2
201903092300;0.72;2
201903100000;-23.04;3
201903100100;-11.15;3
201903100200;-12.55;3
201903100300;-2.89;3
201903100400;-2.6;3
201903100500;-0.86;3
201903100600;4.97;3
201903100700;19.32;3
201903100800;26.24;3
201903100900;28.97;3
201903101000;27.12;3
201903101100;32.46;3
201903101200;31.01;3
201903101300;27.84;3
201903101400;23.06;3
201903101500;23.07;3
201903101600;23.79;3
201903101700;29.17;3
201903101800;31.01;3
201903101900;40.92;3
201903102000;29.91;3
201903102100;24.89;3
201903102200;26.63;3
201903102300;22.92;3
201903110000;21.8;1
201903110100;19.81;1
201903110200;22.02;1
201903110300;16.21;1
201903110400;18.22;1
201903110500;24.4;1
201903110600;39.45;1
201903110700;47.96;1
201903110800;48.06;1
201903110900;46.84;1
201903111000;45.31;1
201903111100;42.66;1
201903111200;39.95;1
201903111300;38.69;1
201903111400;36.9;1
201903111500;37.11;1
201903111600;39;1
201903111700;46.28;1
201903111800;50.29;1
201903111900;57.9;1
201903112000;50.06;1
201903112100;47.52;1
201903112200;47.61;1
201903112300;44.01;1
201903120000;40.98;1
201903120100;38.97;1
201903120200;36.91;1
201903120300;35;1
201903120400;32.92;1
201903120500;36.3;1
201903120600;46.83;1
201903120700;52.05;1
201903120800;51.37;1
201903120900;48.02;1
201903121000;43.81;1
201903121100;38.72;1
201903121200;35.82;1
201903121300;31.76;1
201903121400;31.06;1
201903121500;32.93;1
201903121600;35.26;1
201903121700;40.06;1
201903121800;44.02;1
201903121900;41.57;1
201903122000;33.01;1
201903122100;26.49;1
201903122200;23.87;1
201903122300;0.36;1
201903130000;7.07;1
201903130100;0.06;1
201903130200;-0.07;1
201903130300;2.45;1
201903130400;8.09;1
201903130500;19.17;1
201903130600;25.91;1
201903130700;36.48;1
201903130800;26;1
201903130900;18.5;1
201903131000;2.28;1
201903131100;8.24;1
201903131200;10.8;1
201903131300;5.23;1
201903131400;13.97;1
201903131500;20.07;1
201903131600;23.83;1
201903131700;30.62;1
201903131800;35.55;1
201903131900;39.91;1
201903132000;30.25;1
201903132100;25.52;1
201903132200;24.3;1
201903132300;18.9;1
201903140000;24.17;1
201903140100;22.25;1
201903140200;20.37;1
201903140300;20.5;1
201903140400;22.33;1
201903140500;27.08;1
201903140600;37.69;1
201903140700;42.37;1
201903140800;42.6;1
201903140900;38.56;1
201903141000;40.32;1
201903141100;39.29;1
201903141200;39.26;1
201903141300;38.67;1
201903141400;37.79;1
201903141500;34.85;1
201903141600;31.11;1
201903141700;34.62;1
201903141800;37.58;1
201903141900;39.13;1
201903142000;33.6;1
201903142100;29.79;1
201903142200;27.38;1
201903142300;19.76;1
201903150000;11.91;1
201903150100;13.43;1
201903150200;11.37;1
201903150300;7.65;1
201903150400;13.17;1
201903150500;22.28;1
201903150600;28.6;1
201903150700;40.79;1
201903150800;42.56;1
201903150900;42.59;1
201903151000;41.54;1
201903151100;40.97;1
201903151200;39.91;1
201903151300;33.54;1
201903151400;25.89;1
201903151500;24.76;1
201903151600;22.46;1
201903151700;24.47;1
201903151800;28.75;1
201903151900;35.94;1
201903152000;24.34;1
201903152100;17.19;1
201903152200;0.07;1
201903152300;10.79;1
201903160000;-1;2
201903160100;-2.68;2
201903160200;0.01;2
201903160300;-1.96;2
201903160400;2.02;2
201903160500;2.33;2
201903160600;9.97;2
201903160700;21.59;2
201903160800;27.93;2
201903160900;34.18;2
201903161000;34.14;2
201903161100;31.91;2
201903161200;30.9;2
201903161300;26.37;2
201903161400;24.76;2
201903161500;23.4;2
201903161600;26.23;2
201903161700;26.23;2
201903161800;28.95;2
201903161900;28.27;2
201903162000;22.78;2
201903162100;5.74;2
201903162200;9.09;2
201903162300;2.1;2
201903170000;-2.3;3
201903170100;-3.34;3
201903170200;-9.33;3
201903170300;-13.53;3
201903170400;-6.23;3
201903170500;-9.9;3
201903170600;-11.37;3
201903170700;-11.26;3
201903170800;-9.93;3
201903170900;-8.53;3
201903171000;-6.66;3
201903171100;-0.75;3
201903171200;-7.06;3
201903171300;-9.99;3
201903171400;-17.36;3
201903171500;-20.23;3
201903171600;-10.01;3
201903171700;5.33;3
201903171800;28.87;3
201903171900;36.66;3
201903172000;30.64;3
201903172100;23.34;3
201903172200;25.94;3
201903172300;17.22;3
201903180000;17.65;1
201903180100;12.86;1
201903180200;14.27;1
201903180300;14.45;1
201903180400;6.03;1
201903180500;22.51;1
201903180600;41.27;1
201903180700;46.37;1
201903180800;44.13;1
201903180900;41.2;1
201903181000;33.18;1
201903181100;32.03;1
201903181200;27.71;1
201903181300;24.32;1
201903181400;24.93;1
201903181500;24.5;1
201903181600;35.57;1
201903181700;41.95;1
201903181800;45.74;1
201903181900;48.44;1
201903182000;45.64;1
201903182100;42.96;1
201903182200;41.7;1
201903182300;36.77;1
201903190000;39.08;1
201903190100;38.49;1
201903190200;37.45;1
201903190300;36.47;1
201903190400;36.42;1
201903190500;40.29;1
201903190600;46.96;1
201903190700;51.27;1
201903190800;54.38;1
201903190900;49.69;1
201903191000;46.31;1
201903191100;44.55;1
201903191200;43.31;1
201903191300;42.89;1
201903191400;42.48;1
201903191500;43.74;1
201903191600;44.61;1
201903191700;48.96;1
201903191800;55.17;1
201903191900;60.73;1
201903192000;52.55;1
201903192100;46.46;1
201903192200;44.72;1
201903192300;41.08;1
201903200000;38.28;1
201903200100;36.3;1
201903200200;35.05;1
201903200300;34.33;1
201903200400;34.69;1
201903200500;37.2;1
201903200600;43.66;1
201903200700;46.89;1
201903200800;43.85;1
201903200900;42.88;1
201903201000;39.19;1
201903201100;39.86;1
201903201200;37.59;1
201903201300;37.47;1
201903201400;38.16;1
201903201500;40.36;1
201903201600;42.1;1
201903201700;45.49;1
201903201800;51.08;1
201903201900;55.55;1
201903202000;49.01;1
201903202100;44.24;1
201903202200;42.97;1
201903202300;39.76;1
201903210000;35.47;1
201903210100;34.7;1
201903210200;33.51;1
201903210300;33.04;1
201903210400;33.1;1
201903210500;35.93;1
201903210600;44.03;1
201903210700;46.25;1
201903210800;44.91;1
201903210900;41.28;1
201903211000;38.5;1
201903211100;35.89;1
201903211200;35.43;1
201903211300;34.5;1
201903211400;34.61;1
201903211500;36.81;1
201903211600;39.27;1
201903211700;43.4;1
201903211800;46.7;1
201903211900;55;1
201903212000;47.53;1
201903212100;43.92;1
201903212200;41.94;1
201903212300;39.28;1
201903220000;39;1
201903220100;35.95;1
201903220200;36.69;1
201903220300;36.39;1
201903220400;36.28;1
201903220500;39.95;1
201903220600;46.01;1
201903220700;50.98;1
201903220800;49.2;1
201903220900;44.97;1
201903221000;40.41;1
201903221100;36.57;1
201903221200;35;1
201903221300;34.3;1
201903221400;34.46;1
201903221500;35;1
201903221600;37.78;1
201903221700;44.05;1
201903221800;46.91;1
201903221900;50.17;1
201903222000;46;1
201903222100;40.61;1
201903222200;39.9;1
201903222300;37.12;1
201903230000;35.53;2
201903230100;34.94;2
201903230200;34.9;2
201903230300;33.1;2
201903230400;33.05;2
201903230500;34.6;2
201903230600;36.64;2
201903230700;38.86;2
201903230800;38.43;2
201903230900;37.38;2
201903231000;34.53;2
201903231100;31.95;2
201903231200;29.82;2
201903231300;29.06;2
201903231400;28.25;2
201903231500;29.52;2
201903231600;31.38;2
201903231700;37;2
201903231800;41.05;2
201903231900;44.99;2
201903232000;42.25;2
201903232100;39.1;2
201903232200;40.35;2
201903232300;37.93;2
201903240000;39.15;3
201903240100;36.05;3
201903240200;34.45;3
201903240300;33.61;3
201903240400;33.85;3
201903240500;34.2;3
201903240600;34.32;3
201903240700;34.98;3
201903240800;36.6;3
201903240900;35.81;3
201903241000;33.78;3
201903241100;32.01;3
201903241200;31.1;3
201903241300;25.08;3
201903241400;24.13;3
201903241500;23.79;3
201903241600;25.1;3
201903241700;33.02;3
201903241800;39.37;3
201903241900;42.6;3
201903242000;39.33;3
201903242100;36.34;3
201903242200;34.47;3
201903242300;29.99;3
201903250000;24.34;1
201903250100;22.5;1
201903250200;23.01;1
201903250300;20.89;1
201903250400;21.57;1
201903250500;26.05;1
201903250600;34.45;1
201903250700;38.39;1
201903250800;39.17;1
201903250900;29.93;1
201903251000;29.96;1
201903251100;30.79;1
201903251200;30.06;1
201903251300;31.33;1
201903251400;29.25;1
201903251500;29.67;1
201903251600;28.94;1
201903251700;36.68;1
201903251800;41.2;1
201903251900;46.45;1
201903252000;42.87;1
201903252100;39.81;1
201903252200;39.99;1
201903252300;37.56;1
201903260000;33.25;1
201903260100;30.79;1
201903260200;30.07;1
201903260300;30.01;1
201903260400;30.03;1
201903260500;32.5;1
201903260600;39;1
201903260700;42.8;1
201903260800;42.75;1
201903260900;35.9;1
201903261000;32.54;1
201903261100;32.58;1
201903261200;32.51;1
201903261300;31.78;1
201903261400;30.87;1
201903261500;31.94;1
201903261600;34;1
201903261700;39.76;1
201903261800;43;1
201903261900;49.4;1
201903262000;46.41;1
201903262100;43.37;1
201903262200;42.28;1
201903262300;38.42;1
201903270000;36.62;1
201903270100;34.81;1
201903270200;34.27;1
201903270300;33.37;1
201903270400;34.14;1
201903270500;36.82;1
201903270600;42.01;1
201903270700;46;1
201903270800;47.04;1
201903270900;43.94;1
201903271000;41.48;1
201903271100;40.61;1
201903271200;40;1
201903271300;39.58;1
201903271400;38.75;1
201903271500;39.47;1
201903271600;39.18;1
201903271700;41.49;1
201903271800;44.17;1
201903271900;47.91;1
201903272000;43.99;1
201903272100;41.22;1
201903272200;40.83;1
201903272300;36.92;1
201903280000;32.73;1
201903280100;33.67;1
201903280200;33.38;1
201903280300;33.29;1
201903280400;33.12;1
201903280500;36.67;1
201903280600;44.48;1
201903280700;49.13;1
201903280800;48.79;1
201903280900;46.78;1
201903281000;44.12;1
201903281100;43.36;1
201903281200;42.54;1
201903281300;42.39;1
201903281400;43.06;1
201903281500;44.09;1
201903281600;44.47;1
201903281700;46.98;1
201903281800;48.16;1
201903281900;52.77;1
201903282000;46.61;1
201903282100;43.48;1
201903282200;42.38;1
201903282300;39.32;1
201903290000;39.28;1
201903290100;34.1;1
201903290200;34.44;1
201903290300;34.47;1
201903290400;34.99;1
201903290500;38.04;1
201903290600;45.56;1
201903290700;48.44;1
201903290800;47.62;1
201903290900;43.07;1
201903291000;38.2;1
201903291100;34.49;1
201903291200;33.43;1
201903291300;32.87;1
201903291400;32.4;1
201903291500;33.13;1
201903291600;36.01;1
201903291700;44;1
201903291800;49.54;1
201903291900;49.33;1
201903292000;47.94;1
201903292100;43.04;1
201903292200;42.75;1
201903292300;39.32;1
201903300000;37.49;2
201903300100;36.68;2
201903300200;34.36;2
201903300300;34.61;2
201903300400;36.08;2
201903300500;35.02;2
201903300600;33.51;2
201903300700;33.23;2
201903300800;34.93;2
201903300900;33.17;2
201903301000;31.63;2
201903301100;29.24;2
201903301200;28.77;2
201903301300;25.92;2
201903301400;25.45;2
201903301500;29.25;2
201903301600;32.02;2
201903301700;37.39;2
201903301800;44.99;2
201903301900;45.96;2
201903302000;43.08;2
201903302100;40.53;2
201903302200;40.86;2
201903302300;36.85;2
201903310000;40.1;3
