Datetime;Spot;day_cat
201810010000;59.53;1
201810010100;56.1;1
201810010200;51.41;1
201810010300;47.38;1
201810010400;47.59;1
201810010500;51.61;1
201810010600;69.13;1
201810010700;77.32;1
201810010800;84.97;1
201810010900;79.56;1
201810011000;73.7;1
201810011100;71.63;1
201810011200;63.15;1
201810011300;60.24;1
201810011400;56.18;1
201810011500;53;1
201810011600;53.37;1
201810011700;60.42;1
201810011800;69.93;1
201810011900;75;1
201810012000;65.83;1
201810012100;53.86;1
201810012200;46.46;1
201810012300;42.5;1
201810020000;45.1;1
201810020100;44.1;1
201810020200;44.06;1
201810020300;43.77;1
201810020400;44.29;1
201810020500;48.13;1
201810020600;57.7;1
201810020700;68.21;1
201810020800;70.36;1
201810020900;54.53;1
201810021000;48.49;1
201810021100;46.19;1
201810021200;44.15;1
201810021300;30.79;1
201810021400;27.75;1
201810021500;30.74;1
201810021600;26.77;1
201810021700;38.68;1
201810021800;48.52;1
201810021900;49.03;1
201810022000;45.43;1
201810022100;32.04;1
201810022200;26.22;1
201810022300;1.08;1
201810030000;2.13;4
201810030100;0.1;4
201810030200;0.05;4
201810030300;0.07;4
201810030400;-0.08;4
201810030500;-0.09;4
201810030600;-4.97;4
201810030700;-0.06;4
201810030800;0.7;4
201810030900;0.91;4
201810031000;-0.03;4
201810031100;0.03;4
201810031200;-0.04;4
201810031300;0;4
201810031400;0.03;4
201810031500;5.75;4
201810031600;20.28;4
201810031700;43.2;4
201810031800;63.23;4
201810031900;71.44;4
201810032000;67.95;4
201810032100;56.88;4
201810032200;62.85;4
201810032300;48.72;4
201810040000;53.24;1
201810040100;46.1;1
201810040200;45.6;1
201810040300;46.88;1
201810040400;47.53;1
201810040500;50.88;1
201810040600;74.69;1
201810040700;80.15;1
201810040800;81;1
201810040900;82.09;1
201810041000;78.96;1
201810041100;75.34;1
201810041200;63.05;1
201810041300;54.49;1
201810041400;54.4;1
201810041500;57.61;1
201810041600;66.96;1
201810041700;77.23;1
201810041800;80.25;1
201810041900;88.08;1
201810042000;80.67;1
201810042100;72.22;1
201810042200;53.98;1
201810042300;52.25;1
201810050000;49.57;1
201810050100;51.16;1
201810050200;48.91;1
201810050300;47.36;1
201810050400;48.28;1
201810050500;54.18;1
201810050600;63.62;1
201810050700;78.87;1
201810050800;79.74;1
201810050900;74.5;1
201810051000;55.42;1
201810051100;50.21;1
201810051200;46.64;1
201810051300;50.72;1
201810051400;48.24;1
201810051500;48.55;1
201810051600;54.98;1
201810051700;74.99;1
201810051800;78.66;1
201810051900;82.96;1
201810052000;79.9;1
201810052100;65.08;1
201810052200;59.86;1
201810052300;54.7;1
201810060000;50.1;2
201810060100;52.98;2
201810060200;51.52;2
201810060300;51;2
201810060400;50;2
201810060500;46.91;2
201810060600;53.03;2
201810060700;62.37;2
201810060800;63.98;2
201810060900;70.72;2
201810061000;64.79;2
201810061100;59.06;2
201810061200;58;2
201810061300;51.51;2
201810061400;50.2;2
201810061500;49.23;2
201810061600;54.81;2
201810061700;59.93;2
201810061800;72.06;2
201810061900;82.27;2
201810062000;70.6;2
201810062100;61.39;2
201810062200;57.02;2
201810062300;46.46;2
201810070000;50.49;3
201810070100;47.11;3
201810070200;45.75;3
201810070300;43.02;3
201810070400;42.5;3
201810070500;43.8;3
201810070600;44.6;3
201810070700;46.56;3
201810070800;50.71;3
201810070900;55.98;3
201810071000;55.09;3
201810071100;55.13;3
201810071200;54.06;3
201810071300;50.9;3
201810071400;49.91;3
201810071500;49.05;3
201810071600;50.21;3
201810071700;55.48;3
201810071800;70;3
201810071900;80.94;3
201810072000;77.07;3
201810072100;71.47;3
201810072200;68.3;3
201810072300;59.91;3
201810080000;55.59;1
201810080100;50.3;1
201810080200;50.16;1
201810080300;47.32;1
201810080400;47.94;1
201810080500;51.14;1
201810080600;62.79;1
201810080700;79.98;1
201810080800;82.42;1
201810080900;81.58;1
201810081000;66.89;1
201810081100;52.06;1
201810081200;51.57;1
201810081300;49.96;1
201810081400;52.07;1
201810081500;52.81;1
201810081600;61.52;1
201810081700;74.9;1
201810081800;85.37;1
201810081900;102.01;1
201810082000;85.77;1
201810082100;78.1;1
201810082200;58.01;1
201810082300;52.95;1
201810090000;56.77;1
201810090100;57.43;1
201810090200;55.11;1
201810090300;52.35;1
201810090400;54.86;1
201810090500;57.99;1
201810090600;74.27;1
201810090700;91.37;1
201810090800;96.68;1
201810090900;91.95;1
201810091000;82.54;1
201810091100;64.7;1
201810091200;54.31;1
201810091300;53.35;1
201810091400;55.64;1
201810091500;62.41;1
201810091600;68.97;1
201810091700;83.2;1
201810091800;90;1
201810091900;110.28;1
201810092000;92.55;1
201810092100;80.51;1
201810092200;69.76;1
201810092300;60.56;1
201810100000;53.7;1
201810100100;55.13;1
201810100200;54.88;1
201810100300;54.05;1
201810100400;54.64;1
201810100500;55.46;1
201810100600;72.16;1
201810100700;88;1
201810100800;93.22;1
201810100900;86.84;1
201810101000;80.81;1
201810101100;73.69;1
201810101200;55.27;1
201810101300;53.61;1
201810101400;51.99;1
201810101500;53.68;1
201810101600;57.47;1
201810101700;69.3;1
201810101800;70.68;1
201810101900;72.88;1
201810102000;53.71;1
201810102100;51.18;1
201810102200;46.74;1
201810102300;33.04;1
201810110000;35.01;1
201810110100;31.71;1
201810110200;29.97;1
201810110300;30.05;1
201810110400;35.85;1
201810110500;44.08;1
201810110600;49.98;1
201810110700;72.96;1
201810110800;71.52;1
201810110900;59.8;1
201810111000;49.21;1
201810111100;48.61;1
201810111200;47.02;1
201810111300;46.9;1
201810111400;49.25;1
201810111500;59.95;1
201810111600;65.06;1
201810111700;72.85;1
201810111800;81.3;1
201810111900;88.5;1
201810112000;76.34;1
201810112100;58.62;1
201810112200;52.04;1
201810112300;47.86;1
201810120000;45.85;1
201810120100;45.88;1
201810120200;45.6;1
201810120300;45.64;1
201810120400;45.8;1
201810120500;49.64;1
201810120600;56.65;1
201810120700;69.87;1
201810120800;71.47;1
201810120900;69.71;1
201810121000;69.52;1
201810121100;61.95;1
201810121200;49.25;1
201810121300;48.75;1
201810121400;47.84;1
201810121500;53.32;1
201810121600;56.95;1
201810121700;67.32;1
201810121800;69.94;1
201810121900;79.08;1
201810122000;65;1
201810122100;53.58;1
201810122200;50;1
201810122300;43.88;1
201810130000;47.8;2
201810130100;43.97;2
201810130200;42.08;2
201810130300;39.14;2
201810130400;42.74;2
201810130500;43.91;2
201810130600;48.34;2
201810130700;58.18;2
201810130800;62.9;2
201810130900;62.43;2
201810131000;52.55;2
201810131100;44.05;2
201810131200;37.4;2
201810131300;34.1;2
201810131400;31.95;2
201810131500;37.42;2
201810131600;50.23;2
201810131700;60.46;2
201810131800;64.54;2
201810131900;55.85;2
201810132000;40.59;2
201810132100;31.52;2
201810132200;24.72;2
201810132300;20.29;2
201810140000;20.76;3
201810140100;21.44;3
201810140200;20.89;3
201810140300;19.52;3
201810140400;20.72;3
201810140500;20.79;3
201810140600;22.07;3
201810140700;25.86;3
201810140800;27.69;3
201810140900;26.71;3
201810141000;26.94;3
201810141100;25.76;3
201810141200;20.73;3
201810141300;20.75;3
201810141400;13.92;3
201810141500;19.54;3
201810141600;20.74;3
201810141700;42.82;3
201810141800;56.56;3
201810141900;68.09;3
201810142000;40.54;3
201810142100;32.9;3
201810142200;31.32;3
201810142300;27;3
201810150000;34.93;1
201810150100;30.86;1
201810150200;29.05;1
201810150300;30.06;1
201810150400;33;1
201810150500;42;1
201810150600;60.02;1
201810150700;79.38;1
201810150800;79.05;1
201810150900;74.72;1
201810151000;62.39;1
201810151100;52.89;1
201810151200;48.52;1
201810151300;49.82;1
201810151400;51.45;1
201810151500;55.26;1
201810151600;71.86;1
201810151700;80.28;1
201810151800;90;1
201810151900;107.32;1
201810152000;75.31;1
201810152100;70.49;1
201810152200;59.05;1
201810152300;59.07;1
201810160000;56.06;1
201810160100;53.55;1
201810160200;52.01;1
201810160300;51;1
201810160400;52.2;1
201810160500;57.02;1
201810160600;77.73;1
201810160700;86.98;1
201810160800;95.01;1
201810160900;86.02;1
201810161000;78.82;1
201810161100;75.93;1
201810161200;70.91;1
201810161300;69.36;1
201810161400;68.61;1
201810161500;69.19;1
201810161600;74.04;1
201810161700;80.95;1
201810161800;89.97;1
201810161900;105.12;1
201810162000;84.96;1
201810162100;76.02;1
201810162200;59.99;1
201810162300;56.5;1
201810170000;55.01;1
201810170100;52.33;1
201810170200;50.33;1
201810170300;50;1
201810170400;51.52;1
201810170500;55.75;1
201810170600;73.6;1
201810170700;88.77;1
201810170800;89.99;1
201810170900;87.6;1
201810171000;80.48;1
201810171100;74.24;1
201810171200;59.75;1
201810171300;57.85;1
201810171400;60.01;1
201810171500;70.81;1
201810171600;79.94;1
201810171700;82.94;1
201810171800;89.94;1
201810171900;112.66;1
201810172000;86.14;1
201810172100;75.57;1
201810172200;58.46;1
201810172300;58.16;1
201810180000;55.35;1
201810180100;53.36;1
201810180200;50.75;1
201810180300;48.88;1
201810180400;48.9;1
201810180500;52.32;1
201810180600;61.06;1
201810180700;79.86;1
201810180800;82.99;1
201810180900;80.97;1
201810181000;74.59;1
201810181100;61.52;1
201810181200;55.28;1
201810181300;55.04;1
201810181400;55.12;1
201810181500;55.28;1
201810181600;60.45;1
201810181700;71.69;1
201810181800;80.15;1
201810181900;83.86;1
201810182000;75.48;1
201810182100;60.07;1
201810182200;58.76;1
201810182300;54.21;1
201810190000;52.47;1
201810190100;51.85;1
201810190200;50.61;1
201810190300;49.96;1
201810190400;50.25;1
201810190500;54.34;1
201810190600;72.63;1
201810190700;80.96;1
201810190800;84.09;1
201810190900;84.28;1
201810191000;81.94;1
201810191100;75.19;1
201810191200;69.16;1
201810191300;62.72;1
201810191400;60.29;1
201810191500;60.92;1
201810191600;70.63;1
201810191700;80.71;1
201810191800;81.96;1
201810191900;83.95;1
201810192000;79.48;1
201810192100;68.95;1
201810192200;59.99;1
201810192300;55.38;1
201810200000;64.75;2
201810200100;56.55;2
201810200200;53.01;2
201810200300;51.28;2
201810200400;50.75;2
201810200500;49.97;2
201810200600;52.4;2
201810200700;56.03;2
201810200800;61.97;2
201810200900;70.93;2
201810201000;66.39;2
201810201100;61.54;2
201810201200;54.48;2
201810201300;50.86;2
201810201400;50.6;2
201810201500;51.71;2
201810201600;54.99;2
201810201700;61.24;2
201810201800;75.8;2
201810201900;79.95;2
201810202000;71.69;2
201810202100;62.29;2
201810202200;60.01;2
201810202300;55.9;2
201810210000;53.26;3
201810210100;48.02;3
201810210200;48.07;3
201810210300;50.5;3
201810210400;50.33;3
201810210500;50.5;3
201810210600;52.02;3
201810210700;56.03;3
201810210800;59;3
201810210900;61.03;3
201810211000;60.94;3
201810211100;60.79;3
201810211200;51.63;3
201810211300;47.02;3
201810211400;47.51;3
201810211500;44.97;3
201810211600;52.06;3
201810211700;58.58;3
201810211800;68.95;3
201810211900;74.94;3
201810212000;70.1;3
201810212100;57.94;3
201810212200;59.9;3
201810212300;48.08;3
201810220000;46.35;1
201810220100;46.32;1
201810220200;43.21;1
201810220300;39.75;1
201810220400;41.81;1
201810220500;45.53;1
201810220600;59.32;1
201810220700;75.18;1
201810220800;76.39;1
201810220900;69.86;1
201810221000;58.21;1
201810221100;54.46;1
201810221200;47.02;1
201810221300;46;1
201810221400;46.37;1
201810221500;49.01;1
201810221600;55.8;1
201810221700;68.82;1
201810221800;78.91;1
201810221900;82.65;1
201810222000;69.02;1
201810222100;53.58;1
201810222200;50.69;1
201810222300;42.86;1
201810230000;45.65;1
201810230100;28.85;1
201810230200;30.94;1
201810230300;30.09;1
201810230400;24.99;1
201810230500;30.96;1
201810230600;41.21;1
201810230700;43.54;1
201810230800;43.66;1
201810230900;43.1;1
201810231000;42.83;1
201810231100;41.99;1
201810231200;39.92;1
201810231300;38.78;1
201810231400;40.52;1
201810231500;34.98;1
201810231600;28.15;1
201810231700;34.98;1
201810231800;35.09;1
201810231900;39.95;1
201810232000;32.13;1
201810232100;30.07;1
201810232200;22.53;1
201810232300;6.03;1
201810240000;4.07;1
201810240100;0.98;1
201810240200;0.04;1
201810240300;0.97;1
201810240400;10.05;1
201810240500;19.55;1
201810240600;42.57;1
201810240700;51.48;1
201810240800;52.89;1
201810240900;53.17;1
201810241000;53.19;1
201810241100;54.88;1
201810241200;51.71;1
201810241300;53.66;1
201810241400;55.85;1
201810241500;62.31;1
201810241600;64.7;1
201810241700;66.24;1
201810241800;75.16;1
201810241900;80.75;1
201810242000;64.55;1
201810242100;57.16;1
201810242200;51.6;1
201810242300;42.2;1
201810250000;41.93;1
201810250100;30.66;1
201810250200;29.58;1
201810250300;26.49;1
201810250400;25.59;1
201810250500;30.83;1
201810250600;44.59;1
201810250700;55.06;1
201810250800;58.97;1
201810250900;54.51;1
201810251000;47.29;1
201810251100;46.71;1
201810251200;44.52;1
201810251300;43.92;1
201810251400;44.12;1
201810251500;45.2;1
201810251600;50.38;1
201810251700;64.69;1
201810251800;74.08;1
201810251900;74.18;1
201810252000;66.09;1
201810252100;59.26;1
201810252200;59.09;1
201810252300;52.02;1
201810260000;47.81;1
201810260100;49.97;1
201810260200;48.25;1
201810260300;47.9;1
201810260400;50.1;1
201810260500;54.23;1
201810260600;68.65;1
201810260700;77.55;1
201810260800;82.28;1
201810260900;78.89;1
201810261000;75.22;1
201810261100;69.09;1
201810261200;57.2;1
201810261300;50.46;1
201810261400;47.85;1
201810261500;49.17;1
201810261600;55.27;1
201810261700;67.37;1
201810261800;71.01;1
201810261900;65.98;1
201810262000;56.68;1
201810262100;49.95;1
201810262200;43.79;1
201810262300;39.96;1
201810270000;30.55;2
201810270100;25.52;2
201810270200;25.14;2
201810270300;27.86;2
201810270400;24.39;2
201810270500;30.11;2
201810270600;37.43;2
201810270700;46.51;2
201810270800;47.13;2
201810270900;50.24;2
201810271000;50.7;2
201810271100;48.9;2
201810271200;50.86;2
201810271300;50.23;2
201810271400;55.28;2
201810271500;58.74;2
201810271600;58.96;2
201810271700;69.74;2
201810271800;79.72;2
201810271900;76.25;2
201810272000;61.16;2
201810272100;54.45;2
201810272200;50.19;2
201810272300;44.92;2
201810280000;44.53;3
201810280100;43.58;3
201810280200;41.62;3
201810280200;41.59;3
201810280300;40.12;3
201810280400;39.05;3
201810280500;40.34;3
201810280600;39.95;3
201810280700;42.7;3
201810280800;45.83;3
201810280900;47.97;3
201810281000;47;3
201810281100;46.87;3
201810281200;46.25;3
201810281300;42.64;3
201810281400;41.31;3
201810281500;45.58;3
201810281600;47.2;3
201810281700;48.37;3
201810281800;47.94;3
201810281900;46.3;3
201810282000;45;3
201810282100;44.27;3
201810282200;42.58;3
201810282300;27.93;3
201810290000;23;1
201810290100;24.25;1
201810290200;23.45;1
201810290300;24.27;1
201810290400;25.32;1
201810290500;30.83;1
201810290600;51.33;1
201810290700;64.34;1
201810290800;62.56;1
201810290900;56.55;1
201810291000;58.34;1
201810291100;55.93;1
201810291200;55.94;1
201810291300;53.94;1
201810291400;52.69;1
201810291500;50;1
201810291600;52.23;1
201810291700;56.22;1
201810291800;48.68;1
201810291900;45.63;1
201810292000;45.64;1
201810292100;40.75;1
201810292200;30.33;1
201810292300;23.16;1
201810300000;26.02;1
201810300100;20.09;1
201810300200;18.65;1
201810300300;19.13;1
201810300400;19.15;1
201810300500;22.11;1
201810300600;33.68;1
201810300700;44.89;1
201810300800;44.81;1
201810300900;35.89;1
201810301000;30.51;1
201810301100;30.37;1
201810301200;29.95;1
201810301300;34.55;1
201810301400;42.78;1
201810301500;45.75;1
201810301600;45.43;1
201810301700;46.36;1
201810301800;46.12;1
201810301900;44.91;1
201810302000;44.02;1
201810302100;32.02;1
201810302200;29.3;1
201810302300;21.66;1
201810310000;20.64;1
201810310100;16.61;1
201810310200;17.22;1
201810310300;21.2;1
201810310400;26.18;1
201810310500;25.78;1
201810310600;44.09;1
201810310700;44.94;1
201810310800;44.82;1
201810310900;44.19;1
201810311000;43.83;1
201810311100;44.04;1
201810311200;45.22;1
201810311300;49.18;1
201810311400;61.65;1
201810311500;69.16;1
201810311600;75.45;1
201810311700;82.07;1
201810311800;74.02;1
201810311900;62.2;1
201810312000;50.08;1
201810312100;44.42;1
201810312200;41.29;1
201810312300;35.06;1
201811010000;40.86;4
201811010100;41.1;4
201811010200;40.59;4
201811010300;40.09;4
201811010400;39.11;4
201811010500;39.07;4
201811010600;38.03;4
201811010700;43.4;4
201811010800;45.33;4
201811010900;45.05;4
201811011000;45.37;4
201811011100;45.91;4
201811011200;50.15;4
201811011300;55.37;4
201811011400;53.07;4
201811011500;53.09;4
201811011600;50.38;4
201811011700;62.99;4
201811011800;70.69;4
201811011900;65;4
201811012000;53.98;4
201811012100;45.8;4
201811012200;44.63;4
201811012300;40.86;4
201811020000;42.22;2
201811020100;40.98;2
201811020200;40.8;2
201811020300;40.55;2
201811020400;40.82;2
201811020500;45.06;2
201811020600;48.41;2
201811020700;54.12;2
201811020800;59.9;2
201811020900;54.06;2
201811021000;50.22;2
201811021100;50.03;2
201811021200;50.65;2
201811021300;54.98;2
201811021400;63.07;2
201811021500;66.03;2
201811021600;70.99;2
201811021700;81.09;2
201811021800;78.96;2
201811021900;72.01;2
201811022000;59.09;2
201811022100;52.15;2
201811022200;49.84;2
201811022300;48.42;2
201811030000;46.51;2
201811030100;46.04;2
201811030200;44.55;2
201811030300;44.65;2
201811030400;44.71;2
201811030500;44.81;2
201811030600;50.01;2
201811030700;55.84;2
201811030800;61.5;2
201811030900;65.03;2
201811031000;63.36;2
201811031100;56.3;2
201811031200;50.36;2
201811031300;48.79;2
201811031400;48.87;2
201811031500;56.84;2
201811031600;61.41;2
201811031700;69.58;2
201811031800;62.24;2
201811031900;54.45;2
201811032000;45.67;2
201811032100;43.74;2
201811032200;42.33;2
201811032300;41.44;2
201811040000;42.44;3
201811040100;42.06;3
201811040200;41.9;3
201811040300;41.19;3
201811040400;41.04;3
201811040500;41.34;3
201811040600;41.95;3
201811040700;43.13;3
201811040800;45.48;3
201811040900;48.26;3
201811041000;46.76;3
201811041100;51.06;3
201811041200;48.82;3
201811041300;46.01;3
201811041400;45.87;3
201811041500;51.01;3
201811041600;52.3;3
201811041700;62.99;3
201811041800;67.17;3
201811041900;57.69;3
201811042000;48.04;3
201811042100;45;3
201811042200;44.78;3
201811042300;42.93;3
201811050000;40.54;1
201811050100;42.66;1
201811050200;43.13;1
201811050300;41.72;1
201811050400;40.58;1
201811050500;42.53;1
201811050600;54.22;1
201811050700;67.64;1
201811050800;69.91;1
201811050900;67.5;1
201811051000;68.28;1
201811051100;68.31;1
201811051200;65.83;1
201811051300;67.17;1
201811051400;68.21;1
201811051500;70.94;1
201811051600;69.8;1
201811051700;68.81;1
201811051800;59.33;1
201811051900;58.57;1
201811052000;53.9;1
201811052100;50.84;1
201811052200;48.18;1
201811052300;44.06;1
201811060000;46.37;1
201811060100;46.12;1
201811060200;44.78;1
201811060300;43.53;1
201811060400;43.93;1
201811060500;48.18;1
201811060600;57.1;1
201811060700;67.95;1
201811060800;70.1;1
201811060900;68.25;1
201811061000;64.72;1
201811061100;63.86;1
201811061200;60.73;1
201811061300;62.41;1
201811061400;63.14;1
201811061500;64.34;1
201811061600;66.89;1
201811061700;74.68;1
201811061800;72.94;1
201811061900;70.97;1
201811062000;59.26;1
201811062100;52;1
201811062200;47.99;1
201811062300;44.95;1
201811070000;44.51;1
201811070100;43.53;1
201811070200;41.59;1
201811070300;40.64;1
201811070400;41.77;1
201811070500;43.77;1
201811070600;50.79;1
201811070700;61.99;1
201811070800;64.18;1
201811070900;63.01;1
201811071000;61.56;1
201811071100;58.36;1
201811071200;58.35;1
201811071300;60.03;1
201811071400;62.94;1
201811071500;65.61;1
201811071600;67.7;1
201811071700;70.99;1
201811071800;68.61;1
201811071900;66.05;1
201811072000;62.82;1
201811072100;49.3;1
201811072200;51.23;1
201811072300;44.86;1
201811080000;45;1
201811080100;44.83;1
201811080200;44.31;1
201811080300;44.33;1
201811080400;44.57;1
201811080500;46.78;1
201811080600;56.92;1
201811080700;67;1
201811080800;68.95;1
201811080900;68.82;1
201811081000;67.71;1
201811081100;67.43;1
201811081200;64.97;1
201811081300;65.67;1
201811081400;67.49;1
201811081500;68.49;1
201811081600;72.63;1
201811081700;92.18;1
201811081800;90.06;1
201811081900;75.82;1
201811082000;69.07;1
201811082100;62.63;1
201811082200;59.32;1
201811082300;53.91;1
201811090000;50.77;1
201811090100;50.6;1
201811090200;48.12;1
201811090300;47.64;1
201811090400;47.84;1
201811090500;51;1
201811090600;62.16;1
201811090700;69.06;1
201811090800;72.56;1
201811090900;66.3;1
201811091000;67.69;1
201811091100;65.99;1
201811091200;63.75;1
201811091300;62.15;1
201811091400;62.84;1
201811091500;64.81;1
201811091600;67.4;1
201811091700;69.72;1
201811091800;68.16;1
201811091900;66.44;1
201811092000;60.42;1
201811092100;52.94;1
201811092200;47.28;1
201811092300;42.71;1
201811100000;42.69;2
201811100100;40.49;2
201811100200;38.79;2
201811100300;38.92;2
201811100400;38.2;2
201811100500;38.23;2
201811100600;38.78;2
201811100700;40.31;2
201811100800;42.71;2
201811100900;43.23;2
201811101000;43.69;2
201811101100;43.75;2
201811101200;43.74;2
201811101300;42.87;2
201811101400;45.07;2
201811101500;49.31;2
201811101600;49.44;2
201811101700;50.91;2
201811101800;49.75;2
201811101900;47.78;2
201811102000;42.93;2
201811102100;41.21;2
201811102200;41.19;2
201811102300;39.58;2
201811110000;34.58;3
201811110100;30.67;3
201811110200;37.93;3
201811110300;35.84;3
201811110400;34.05;3
201811110500;34.15;3
201811110600;33.96;3
201811110700;37.98;3
201811110800;40.05;3
201811110900;41.26;3
201811111000;42.08;3
201811111100;42.25;3
201811111200;41.14;3
201811111300;38.59;3
201811111400;40.41;3
201811111500;42.38;3
201811111600;44.75;3
201811111700;46.51;3
201811111800;45.12;3
201811111900;43.85;3
201811112000;43.04;3
201811112100;41.64;3
201811112200;42.67;3
201811112300;38.58;3
201811120000;36.1;1
201811120100;37.8;1
201811120200;38.33;1
201811120300;39.2;1
201811120400;38.57;1
201811120500;43.54;1
201811120600;64.68;1
201811120700;69.87;1
201811120800;68.71;1
201811120900;61.15;1
201811121000;58.71;1
201811121100;54.76;1
201811121200;63.58;1
201811121300;65.07;1
201811121400;67.05;1
201811121500;67.87;1
201811121600;67.63;1
201811121700;66.76;1
201811121800;63.48;1
201811121900;59.16;1
201811122000;51.64;1
201811122100;46.9;1
201811122200;45.34;1
201811122300;41.81;1
201811130000;44.54;1
201811130100;46.31;1
201811130200;45.31;1
201811130300;44.88;1
201811130400;46.03;1
201811130500;47.28;1
201811130600;62.14;1
201811130700;67.91;1
201811130800;69.89;1
201811130900;64.69;1
201811131000;64.2;1
201811131100;54.43;1
201811131200;48.52;1
201811131300;47.91;1
201811131400;48.31;1
201811131500;49.94;1
201811131600;52.75;1
201811131700;64.3;1
201811131800;62.16;1
201811131900;57.97;1
201811132000;49.23;1
201811132100;46.69;1
201811132200;45.52;1
201811132300;43.68;1
201811140000;43.14;1
201811140100;43.13;1
201811140200;43.15;1
201811140300;45.28;1
201811140400;45.78;1
201811140500;48.52;1
201811140600;60.08;1
201811140700;69.75;1
201811140800;71.04;1
201811140900;69.87;1
201811141000;67.14;1
201811141100;66.03;1
201811141200;62.23;1
201811141300;64.18;1
201811141400;65.9;1
201811141500;70.1;1
201811141600;73.98;1
201811141700;83.47;1
201811141800;80.13;1
201811141900;74.9;1
201811142000;68.88;1
201811142100;63;1
201811142200;54.85;1
201811142300;50.3;1
201811150000;51.67;1
201811150100;50.8;1
201811150200;51.27;1
201811150300;50.29;1
201811150400;51.03;1
201811150500;53.17;1
201811150600;65.05;1
201811150700;73.16;1
201811150800;74.44;1
201811150900;73.27;1
201811151000;70;1
201811151100;68.4;1
201811151200;67.19;1
201811151300;67.51;1
201811151400;68.43;1
201811151500;73.1;1
201811151600;74.47;1
201811151700;79.7;1
201811151800;73.1;1
201811151900;70.35;1
201811152000;61.38;1
201811152100;53.52;1
201811152200;53.06;1
201811152300;49.14;1
201811160000;46.42;1
201811160100;49.67;1
201811160200;48.14;1
201811160300;48.91;1
201811160400;49.11;1
201811160500;50.4;1
201811160600;63.48;1
201811160700;68.32;1
201811160800;72.64;1
201811160900;68.76;1
201811161000;69.17;1
201811161100;63.5;1
201811161200;60.19;1
201811161300;63.35;1
201811161400;66.86;1
201811161500;68.04;1
201811161600;69.97;1
201811161700;67.76;1
201811161800;58.41;1
201811161900;52.03;1
201811162000;46.53;1
201811162100;45.77;1
201811162200;45.23;1
201811162300;43.8;1
201811170000;43.71;2
201811170100;38.43;2
201811170200;43.81;2
201811170300;42.03;2
201811170400;42.87;2
201811170500;41.16;2
201811170600;44.22;2
201811170700;46.19;2
201811170800;46.17;2
201811170900;46.9;2
201811171000;46.82;2
201811171100;46.9;2
201811171200;46.4;2
201811171300;46.4;2
201811171400;46.89;2
201811171500;52.83;2
201811171600;59.66;2
201811171700;58.2;2
201811171800;60.62;2
201811171900;58.12;2
201811172000;51.62;2
201811172100;48.18;2
201811172200;53.45;2
201811172300;45.39;2
201811180000;46.23;3
201811180100;43.86;3
201811180200;42.94;3
201811180300;43.93;3
201811180400;44.28;3
201811180500;43.38;3
201811180600;45.33;3
201811180700;49.07;3
201811180800;47.5;3
201811180900;49.42;3
201811181000;47.96;3
201811181100;48.4;3
201811181200;50.15;3
201811181300;48.28;3
201811181400;48.4;3
201811181500;51.59;3
201811181600;51.67;3
201811181700;53.67;3
201811181800;53.18;3
201811181900;49.52;3
201811182000;46.96;3
201811182100;46.15;3
201811182200;46.47;3
201811182300;44.16;3
201811190000;40.82;1
201811190100;41.71;1
201811190200;38.57;1
201811190300;38.95;1
201811190400;41.55;1
201811190500;44.72;1
201811190600;48.08;1
201811190700;55.01;1
201811190800;54.99;1
201811190900;54.12;1
201811191000;52.28;1
201811191100;52.7;1
201811191200;51.5;1
201811191300;51.59;1
201811191400;52.16;1
201811191500;53.64;1
201811191600;53.63;1
201811191700;56.43;1
201811191800;53.11;1
201811191900;51.56;1
201811192000;47.17;1
201811192100;45.1;1
201811192200;42.44;1
201811192300;35.33;1
201811200000;25.01;1
201811200100;33;1
201811200200;29.85;1
201811200300;30.8;1
201811200400;31.66;1
201811200500;32.02;1
201811200600;45.26;1
201811200700;51.74;1
201811200800;51.66;1
201811200900;49.78;1
201811201000;48.94;1
201811201100;48.78;1
201811201200;48.44;1
201811201300;49.05;1
201811201400;50.11;1
201811201500;56.55;1
201811201600;60.78;1
201811201700;67.95;1
201811201800;58.47;1
201811201900;52.85;1
201811202000;54;1
201811202100;50.06;1
201811202200;48.28;1
201811202300;44.65;1
201811210000;44.52;1
201811210100;42.83;1
201811210200;42.43;1
201811210300;42.17;1
201811210400;43.22;1
201811210500;44.42;1
201811210600;50.74;1
201811210700;57.31;1
201811210800;58.99;1
201811210900;54.2;1
201811211000;55.75;1
201811211100;58.25;1
201811211200;58.26;1
201811211300;59.56;1
201811211400;69.74;1
201811211500;66.6;1
201811211600;69.99;1
201811211700;70.94;1
201811211800;67.04;1
201811211900;61.16;1
201811212000;59.9;1
201811212100;51.65;1
201811212200;50.41;1
201811212300;48.53;1
201811220000;49.34;1
201811220100;49.73;1
201811220200;48.81;1
201811220300;50.66;1
201811220400;53.63;1
201811220500;50.68;1
201811220600;66.98;1
201811220700;82.93;1
201811220800;82;1
201811220900;87.4;1
201811221000;84;1
201811221100;92.93;1
201811221200;90.87;1
201811221300;95.16;1
201811221400;95.53;1
201811221500;94.37;1
201811221600;103;1
201811221700;128.26;1
201811221800;109.94;1
201811221900;84.08;1
201811222000;80.1;1
201811222100;70.45;1
201811222200;60.69;1
201811222300;55.74;1
201811230000;59.63;1
201811230100;57.36;1
201811230200;55;1
201811230300;55.98;1
