Datetime;Spot;day_cat;hour;sine_h;cosine_h
2.0181E+11;59.53;1;0;0;1
2.0181E+11;56.1;1;1;0.258819;0.965925826
2.0181E+11;51.41;1;2;0.5;0.866025404
2.0181E+11;47.38;1;3;0.707107;0.707106781
2.0181E+11;47.59;1;4;0.866025;0.5
2.0181E+11;51.61;1;5;0.965926;0.258819045
2.0181E+11;69.13;1;6;1;6.12574E-17
2.0181E+11;77.32;1;7;0.965926;-0.258819045
2.0181E+11;84.97;1;8;0.866025;-0.5
2.0181E+11;79.56;1;9;0.707107;-0.707106781
2.0181E+11;73.7;1;10;0.5;-0.866025404
2.0181E+11;71.63;1;11;0.258819;-0.965925826
2.0181E+11;63.15;1;12;0;-1
2.0181E+11;60.24;1;13;-0.258819;-0.965925826
2.0181E+11;56.18;1;14;-0.5;-0.866025404
2.0181E+11;53;1;15;-0.707107;-0.707106781
2.0181E+11;53.37;1;16;-0.866025;-0.5
2.0181E+11;60.42;1;17;-0.965926;-0.258819045
2.0181E+11;69.93;1;18;-1;-1.83772E-16
2.0181E+11;75;1;19;-0.965926;0.258819045
2.0181E+11;65.83;1;20;-0.866025;0.5
2.0181E+11;53.86;1;21;-0.707107;0.707106781
2.0181E+11;46.46;1;22;-0.5;0.866025404
2.0181E+11;42.5;1;23;-0.258819;0.965925826
2.0181E+11;45.1;1;0;0;1
2.0181E+11;44.1;1;1;0.258819;0.965925826
2.0181E+11;44.06;1;2;0.5;0.866025404
2.0181E+11;43.77;1;3;0.707107;0.707106781
2.0181E+11;44.29;1;4;0.866025;0.5
2.0181E+11;48.13;1;5;0.965926;0.258819045
2.0181E+11;57.7;1;6;1;6.12574E-17
2.0181E+11;68.21;1;7;0.965926;-0.258819045
2.0181E+11;70.36;1;8;0.866025;-0.5
2.0181E+11;54.53;1;9;0.707107;-0.707106781
2.0181E+11;48.49;1;10;0.5;-0.866025404
2.0181E+11;46.19;1;11;0.258819;-0.965925826
2.0181E+11;44.15;1;12;0;-1
2.0181E+11;30.79;1;13;-0.258819;-0.965925826
2.0181E+11;27.75;1;14;-0.5;-0.866025404
2.0181E+11;30.74;1;15;-0.707107;-0.707106781
2.0181E+11;26.77;1;16;-0.866025;-0.5
2.0181E+11;38.68;1;17;-0.965926;-0.258819045
2.0181E+11;48.52;1;18;-1;-1.83772E-16
2.0181E+11;49.03;1;19;-0.965926;0.258819045
2.0181E+11;45.43;1;20;-0.866025;0.5
2.0181E+11;32.04;1;21;-0.707107;0.707106781
2.0181E+11;26.22;1;22;-0.5;0.866025404
2.0181E+11;1.08;1;23;-0.258819;0.965925826
2.0181E+11;2.13;4;0;0;1
2.0181E+11;0.1;4;1;0.258819;0.965925826
2.0181E+11;0.05;4;2;0.5;0.866025404
2.0181E+11;0.07;4;3;0.707107;0.707106781
2.0181E+11;-0.08;4;4;0.866025;0.5
2.0181E+11;-0.09;4;5;0.965926;0.258819045
2.0181E+11;-4.97;4;6;1;6.12574E-17
2.0181E+11;-0.06;4;7;0.965926;-0.258819045
2.0181E+11;0.7;4;8;0.866025;-0.5
2.0181E+11;0.91;4;9;0.707107;-0.707106781
2.0181E+11;-0.03;4;10;0.5;-0.866025404
2.0181E+11;0.03;4;11;0.258819;-0.965925826
2.0181E+11;-0.04;4;12;0;-1
2.0181E+11;0;4;13;-0.258819;-0.965925826
2.0181E+11;0.03;4;14;-0.5;-0.866025404
2.0181E+11;5.75;4;15;-0.707107;-0.707106781
2.0181E+11;20.28;4;16;-0.866025;-0.5
2.0181E+11;43.2;4;17;-0.965926;-0.258819045
2.0181E+11;63.23;4;18;-1;-1.83772E-16
2.0181E+11;71.44;4;19;-0.965926;0.258819045
2.0181E+11;67.95;4;20;-0.866025;0.5
2.0181E+11;56.88;4;21;-0.707107;0.707106781
2.0181E+11;62.85;4;22;-0.5;0.866025404
2.0181E+11;48.72;4;23;-0.258819;0.965925826
2.0181E+11;53.24;1;0;0;1
2.0181E+11;46.1;1;1;0.258819;0.965925826
2.0181E+11;45.6;1;2;0.5;0.866025404
2.0181E+11;46.88;1;3;0.707107;0.707106781
2.0181E+11;47.53;1;4;0.866025;0.5
2.0181E+11;50.88;1;5;0.965926;0.258819045
2.0181E+11;74.69;1;6;1;6.12574E-17
2.0181E+11;80.15;1;7;0.965926;-0.258819045
2.0181E+11;81;1;8;0.866025;-0.5
2.0181E+11;82.09;1;9;0.707107;-0.707106781
2.0181E+11;78.96;1;10;0.5;-0.866025404
2.0181E+11;75.34;1;11;0.258819;-0.965925826
2.0181E+11;63.05;1;12;0;-1
2.0181E+11;54.49;1;13;-0.258819;-0.965925826
2.0181E+11;54.4;1;14;-0.5;-0.866025404
2.0181E+11;57.61;1;15;-0.707107;-0.707106781
2.0181E+11;66.96;1;16;-0.866025;-0.5
2.0181E+11;77.23;1;17;-0.965926;-0.258819045
2.0181E+11;80.25;1;18;-1;-1.83772E-16
2.0181E+11;88.08;1;19;-0.965926;0.258819045
2.0181E+11;80.67;1;20;-0.866025;0.5
2.0181E+11;72.22;1;21;-0.707107;0.707106781
2.0181E+11;53.98;1;22;-0.5;0.866025404
2.0181E+11;52.25;1;23;-0.258819;0.965925826
2.0181E+11;49.57;1;0;0;1
2.0181E+11;51.16;1;1;0.258819;0.965925826
2.0181E+11;48.91;1;2;0.5;0.866025404
2.0181E+11;47.36;1;3;0.707107;0.707106781
2.0181E+11;48.28;1;4;0.866025;0.5
2.0181E+11;54.18;1;5;0.965926;0.258819045
2.0181E+11;63.62;1;6;1;6.12574E-17
2.0181E+11;78.87;1;7;0.965926;-0.258819045
2.0181E+11;79.74;1;8;0.866025;-0.5
2.0181E+11;74.5;1;9;0.707107;-0.707106781
2.0181E+11;55.42;1;10;0.5;-0.866025404
2.0181E+11;50.21;1;11;0.258819;-0.965925826
2.0181E+11;46.64;1;12;0;-1
2.0181E+11;50.72;1;13;-0.258819;-0.965925826
2.0181E+11;48.24;1;14;-0.5;-0.866025404
2.0181E+11;48.55;1;15;-0.707107;-0.707106781
2.0181E+11;54.98;1;16;-0.866025;-0.5
2.0181E+11;74.99;1;17;-0.965926;-0.258819045
2.0181E+11;78.66;1;18;-1;-1.83772E-16
2.0181E+11;82.96;1;19;-0.965926;0.258819045
2.0181E+11;79.9;1;20;-0.866025;0.5
2.0181E+11;65.08;1;21;-0.707107;0.707106781
2.0181E+11;59.86;1;22;-0.5;0.866025404
2.0181E+11;54.7;1;23;-0.258819;0.965925826
2.0181E+11;50.1;2;0;0;1
2.0181E+11;52.98;2;1;0.258819;0.965925826
2.0181E+11;51.52;2;2;0.5;0.866025404
2.0181E+11;51;2;3;0.707107;0.707106781
2.0181E+11;50;2;4;0.866025;0.5
2.0181E+11;46.91;2;5;0.965926;0.258819045
2.0181E+11;53.03;2;6;1;6.12574E-17
2.0181E+11;62.37;2;7;0.965926;-0.258819045
2.0181E+11;63.98;2;8;0.866025;-0.5
2.0181E+11;70.72;2;9;0.707107;-0.707106781
2.0181E+11;64.79;2;10;0.5;-0.866025404
2.0181E+11;59.06;2;11;0.258819;-0.965925826
2.0181E+11;58;2;12;0;-1
2.0181E+11;51.51;2;13;-0.258819;-0.965925826
2.0181E+11;50.2;2;14;-0.5;-0.866025404
2.0181E+11;49.23;2;15;-0.707107;-0.707106781
2.0181E+11;54.81;2;16;-0.866025;-0.5
2.0181E+11;59.93;2;17;-0.965926;-0.258819045
2.0181E+11;72.06;2;18;-1;-1.83772E-16
2.0181E+11;82.27;2;19;-0.965926;0.258819045
2.0181E+11;70.6;2;20;-0.866025;0.5
2.0181E+11;61.39;2;21;-0.707107;0.707106781
2.0181E+11;57.02;2;22;-0.5;0.866025404
2.0181E+11;46.46;2;23;-0.258819;0.965925826
2.0181E+11;50.49;3;0;0;1
2.0181E+11;47.11;3;1;0.258819;0.965925826
2.0181E+11;45.75;3;2;0.5;0.866025404
2.0181E+11;43.02;3;3;0.707107;0.707106781
2.0181E+11;42.5;3;4;0.866025;0.5
2.0181E+11;43.8;3;5;0.965926;0.258819045
2.0181E+11;44.6;3;6;1;6.12574E-17
2.0181E+11;46.56;3;7;0.965926;-0.258819045
2.0181E+11;50.71;3;8;0.866025;-0.5
2.0181E+11;55.98;3;9;0.707107;-0.707106781
2.0181E+11;55.09;3;10;0.5;-0.866025404
2.0181E+11;55.13;3;11;0.258819;-0.965925826
2.0181E+11;54.06;3;12;0;-1
2.0181E+11;50.9;3;13;-0.258819;-0.965925826
2.0181E+11;49.91;3;14;-0.5;-0.866025404
2.0181E+11;49.05;3;15;-0.707107;-0.707106781
2.0181E+11;50.21;3;16;-0.866025;-0.5
2.0181E+11;55.48;3;17;-0.965926;-0.258819045
2.0181E+11;70;3;18;-1;-1.83772E-16
2.0181E+11;80.94;3;19;-0.965926;0.258819045
2.0181E+11;77.07;3;20;-0.866025;0.5
2.0181E+11;71.47;3;21;-0.707107;0.707106781
2.0181E+11;68.3;3;22;-0.5;0.866025404
2.0181E+11;59.91;3;23;-0.258819;0.965925826
2.0181E+11;55.59;1;0;0;1
2.0181E+11;50.3;1;1;0.258819;0.965925826
2.0181E+11;50.16;1;2;0.5;0.866025404
2.0181E+11;47.32;1;3;0.707107;0.707106781
2.0181E+11;47.94;1;4;0.866025;0.5
2.0181E+11;51.14;1;5;0.965926;0.258819045
2.0181E+11;62.79;1;6;1;6.12574E-17
2.0181E+11;79.98;1;7;0.965926;-0.258819045
2.0181E+11;82.42;1;8;0.866025;-0.5
2.0181E+11;81.58;1;9;0.707107;-0.707106781
2.0181E+11;66.89;1;10;0.5;-0.866025404
2.0181E+11;52.06;1;11;0.258819;-0.965925826
2.0181E+11;51.57;1;12;0;-1
2.0181E+11;49.96;1;13;-0.258819;-0.965925826
2.0181E+11;52.07;1;14;-0.5;-0.866025404
2.0181E+11;52.81;1;15;-0.707107;-0.707106781
2.0181E+11;61.52;1;16;-0.866025;-0.5
2.0181E+11;74.9;1;17;-0.965926;-0.258819045
2.0181E+11;85.37;1;18;-1;-1.83772E-16
2.0181E+11;102.01;1;19;-0.965926;0.258819045
2.0181E+11;85.77;1;20;-0.866025;0.5
2.0181E+11;78.1;1;21;-0.707107;0.707106781
2.0181E+11;58.01;1;22;-0.5;0.866025404
2.0181E+11;52.95;1;23;-0.258819;0.965925826
2.0181E+11;56.77;1;0;0;1
2.0181E+11;57.43;1;1;0.258819;0.965925826
2.0181E+11;55.11;1;2;0.5;0.866025404
2.0181E+11;52.35;1;3;0.707107;0.707106781
2.0181E+11;54.86;1;4;0.866025;0.5
2.0181E+11;57.99;1;5;0.965926;0.258819045
2.0181E+11;74.27;1;6;1;6.12574E-17
2.0181E+11;91.37;1;7;0.965926;-0.258819045
2.0181E+11;96.68;1;8;0.866025;-0.5
2.0181E+11;91.95;1;9;0.707107;-0.707106781
2.0181E+11;82.54;1;10;0.5;-0.866025404
2.0181E+11;64.7;1;11;0.258819;-0.965925826
2.0181E+11;54.31;1;12;0;-1
2.0181E+11;53.35;1;13;-0.258819;-0.965925826
2.0181E+11;55.64;1;14;-0.5;-0.866025404
2.0181E+11;62.41;1;15;-0.707107;-0.707106781
2.0181E+11;68.97;1;16;-0.866025;-0.5
2.0181E+11;83.2;1;17;-0.965926;-0.258819045
2.0181E+11;90;1;18;-1;-1.83772E-16
2.0181E+11;110.28;1;19;-0.965926;0.258819045
2.0181E+11;92.55;1;20;-0.866025;0.5
2.0181E+11;80.51;1;21;-0.707107;0.707106781
2.0181E+11;69.76;1;22;-0.5;0.866025404
2.0181E+11;60.56;1;23;-0.258819;0.965925826
2.0181E+11;53.7;1;0;0;1
2.0181E+11;55.13;1;1;0.258819;0.965925826
2.0181E+11;54.88;1;2;0.5;0.866025404
2.0181E+11;54.05;1;3;0.707107;0.707106781
2.0181E+11;54.64;1;4;0.866025;0.5
2.0181E+11;55.46;1;5;0.965926;0.258819045
2.0181E+11;72.16;1;6;1;6.12574E-17
2.0181E+11;88;1;7;0.965926;-0.258819045
2.0181E+11;93.22;1;8;0.866025;-0.5
2.0181E+11;86.84;1;9;0.707107;-0.707106781
2.0181E+11;80.81;1;10;0.5;-0.866025404
2.0181E+11;73.69;1;11;0.258819;-0.965925826
2.0181E+11;55.27;1;12;0;-1
2.0181E+11;53.61;1;13;-0.258819;-0.965925826
2.0181E+11;51.99;1;14;-0.5;-0.866025404
2.0181E+11;53.68;1;15;-0.707107;-0.707106781
2.0181E+11;57.47;1;16;-0.866025;-0.5
2.0181E+11;69.3;1;17;-0.965926;-0.258819045
2.0181E+11;70.68;1;18;-1;-1.83772E-16
2.0181E+11;72.88;1;19;-0.965926;0.258819045
2.0181E+11;53.71;1;20;-0.866025;0.5
2.0181E+11;51.18;1;21;-0.707107;0.707106781
2.0181E+11;46.74;1;22;-0.5;0.866025404
2.0181E+11;33.04;1;23;-0.258819;0.965925826
2.0181E+11;35.01;1;0;0;1
2.0181E+11;31.71;1;1;0.258819;0.965925826
2.0181E+11;29.97;1;2;0.5;0.866025404
2.0181E+11;30.05;1;3;0.707107;0.707106781
2.0181E+11;35.85;1;4;0.866025;0.5
2.0181E+11;44.08;1;5;0.965926;0.258819045
2.0181E+11;49.98;1;6;1;6.12574E-17
2.0181E+11;72.96;1;7;0.965926;-0.258819045
2.0181E+11;71.52;1;8;0.866025;-0.5
2.0181E+11;59.8;1;9;0.707107;-0.707106781
2.0181E+11;49.21;1;10;0.5;-0.866025404
2.0181E+11;48.61;1;11;0.258819;-0.965925826
2.0181E+11;47.02;1;12;0;-1
2.0181E+11;46.9;1;13;-0.258819;-0.965925826
2.0181E+11;49.25;1;14;-0.5;-0.866025404
2.0181E+11;59.95;1;15;-0.707107;-0.707106781
2.0181E+11;65.06;1;16;-0.866025;-0.5
2.0181E+11;72.85;1;17;-0.965926;-0.258819045
2.0181E+11;81.3;1;18;-1;-1.83772E-16
2.0181E+11;88.5;1;19;-0.965926;0.258819045
2.0181E+11;76.34;1;20;-0.866025;0.5
2.0181E+11;58.62;1;21;-0.707107;0.707106781
2.0181E+11;52.04;1;22;-0.5;0.866025404
2.0181E+11;47.86;1;23;-0.258819;0.965925826
2.0181E+11;45.85;1;0;0;1
2.0181E+11;45.88;1;1;0.258819;0.965925826
2.0181E+11;45.6;1;2;0.5;0.866025404
2.0181E+11;45.64;1;3;0.707107;0.707106781
2.0181E+11;45.8;1;4;0.866025;0.5
2.0181E+11;49.64;1;5;0.965926;0.258819045
2.0181E+11;56.65;1;6;1;6.12574E-17
2.0181E+11;69.87;1;7;0.965926;-0.258819045
2.0181E+11;71.47;1;8;0.866025;-0.5
2.0181E+11;69.71;1;9;0.707107;-0.707106781
2.0181E+11;69.52;1;10;0.5;-0.866025404
2.0181E+11;61.95;1;11;0.258819;-0.965925826
2.0181E+11;49.25;1;12;0;-1
2.0181E+11;48.75;1;13;-0.258819;-0.965925826
2.0181E+11;47.84;1;14;-0.5;-0.866025404
2.0181E+11;53.32;1;15;-0.707107;-0.707106781
2.0181E+11;56.95;1;16;-0.866025;-0.5
2.0181E+11;67.32;1;17;-0.965926;-0.258819045
2.0181E+11;69.94;1;18;-1;-1.83772E-16
2.0181E+11;79.08;1;19;-0.965926;0.258819045
2.0181E+11;65;1;20;-0.866025;0.5
2.0181E+11;53.58;1;21;-0.707107;0.707106781
2.0181E+11;50;1;22;-0.5;0.866025404
2.0181E+11;43.88;1;23;-0.258819;0.965925826
2.0181E+11;47.8;2;0;0;1
2.0181E+11;43.97;2;1;0.258819;0.965925826
2.0181E+11;42.08;2;2;0.5;0.866025404
2.0181E+11;39.14;2;3;0.707107;0.707106781
2.0181E+11;42.74;2;4;0.866025;0.5
2.0181E+11;43.91;2;5;0.965926;0.258819045
2.0181E+11;48.34;2;6;1;6.12574E-17
2.0181E+11;58.18;2;7;0.965926;-0.258819045
2.0181E+11;62.9;2;8;0.866025;-0.5
2.0181E+11;62.43;2;9;0.707107;-0.707106781
2.0181E+11;52.55;2;10;0.5;-0.866025404
2.0181E+11;44.05;2;11;0.258819;-0.965925826
2.0181E+11;37.4;2;12;0;-1
2.0181E+11;34.1;2;13;-0.258819;-0.965925826
2.0181E+11;31.95;2;14;-0.5;-0.866025404
2.0181E+11;37.42;2;15;-0.707107;-0.707106781
2.0181E+11;50.23;2;16;-0.866025;-0.5
2.0181E+11;60.46;2;17;-0.965926;-0.258819045
2.0181E+11;64.54;2;18;-1;-1.83772E-16
2.0181E+11;55.85;2;19;-0.965926;0.258819045
2.0181E+11;40.59;2;20;-0.866025;0.5
2.0181E+11;31.52;2;21;-0.707107;0.707106781
2.0181E+11;24.72;2;22;-0.5;0.866025404
2.0181E+11;20.29;2;23;-0.258819;0.965925826
2.0181E+11;20.76;3;0;0;1
2.0181E+11;21.44;3;1;0.258819;0.965925826
2.0181E+11;20.89;3;2;0.5;0.866025404
2.0181E+11;19.52;3;3;0.707107;0.707106781
2.0181E+11;20.72;3;4;0.866025;0.5
2.0181E+11;20.79;3;5;0.965926;0.258819045
2.0181E+11;22.07;3;6;1;6.12574E-17
2.0181E+11;25.86;3;7;0.965926;-0.258819045
2.0181E+11;27.69;3;8;0.866025;-0.5
2.0181E+11;26.71;3;9;0.707107;-0.707106781
2.0181E+11;26.94;3;10;0.5;-0.866025404
2.0181E+11;25.76;3;11;0.258819;-0.965925826
2.0181E+11;20.73;3;12;0;-1
2.0181E+11;20.75;3;13;-0.258819;-0.965925826
2.0181E+11;13.92;3;14;-0.5;-0.866025404
2.0181E+11;19.54;3;15;-0.707107;-0.707106781
2.0181E+11;20.74;3;16;-0.866025;-0.5
2.0181E+11;42.82;3;17;-0.965926;-0.258819045
2.0181E+11;56.56;3;18;-1;-1.83772E-16
2.0181E+11;68.09;3;19;-0.965926;0.258819045
2.0181E+11;40.54;3;20;-0.866025;0.5
2.0181E+11;32.9;3;21;-0.707107;0.707106781
2.0181E+11;31.32;3;22;-0.5;0.866025404
2.0181E+11;27;3;23;-0.258819;0.965925826
2.0181E+11;34.93;1;0;0;1
2.0181E+11;30.86;1;1;0.258819;0.965925826
2.0181E+11;29.05;1;2;0.5;0.866025404
2.0181E+11;30.06;1;3;0.707107;0.707106781
2.0181E+11;33;1;4;0.866025;0.5
2.0181E+11;42;1;5;0.965926;0.258819045
2.0181E+11;60.02;1;6;1;6.12574E-17
2.0181E+11;79.38;1;7;0.965926;-0.258819045
2.0181E+11;79.05;1;8;0.866025;-0.5
2.0181E+11;74.72;1;9;0.707107;-0.707106781
2.0181E+11;62.39;1;10;0.5;-0.866025404
2.0181E+11;52.89;1;11;0.258819;-0.965925826
2.0181E+11;48.52;1;12;0;-1
2.0181E+11;49.82;1;13;-0.258819;-0.965925826
2.0181E+11;51.45;1;14;-0.5;-0.866025404
2.0181E+11;55.26;1;15;-0.707107;-0.707106781
2.0181E+11;71.86;1;16;-0.866025;-0.5
2.0181E+11;80.28;1;17;-0.965926;-0.258819045
2.0181E+11;90;1;18;-1;-1.83772E-16
2.0181E+11;107.32;1;19;-0.965926;0.258819045
2.0181E+11;75.31;1;20;-0.866025;0.5
2.0181E+11;70.49;1;21;-0.707107;0.707106781
2.0181E+11;59.05;1;22;-0.5;0.866025404
2.0181E+11;59.07;1;23;-0.258819;0.965925826
2.0181E+11;56.06;1;0;0;1
2.0181E+11;53.55;1;1;0.258819;0.965925826
2.0181E+11;52.01;1;2;0.5;0.866025404
2.0181E+11;51;1;3;0.707107;0.707106781
2.0181E+11;52.2;1;4;0.866025;0.5
2.0181E+11;57.02;1;5;0.965926;0.258819045
2.0181E+11;77.73;1;6;1;6.12574E-17
2.0181E+11;86.98;1;7;0.965926;-0.258819045
2.0181E+11;95.01;1;8;0.866025;-0.5
2.0181E+11;86.02;1;9;0.707107;-0.707106781
2.0181E+11;78.82;1;10;0.5;-0.866025404
2.0181E+11;75.93;1;11;0.258819;-0.965925826
2.0181E+11;70.91;1;12;0;-1
2.0181E+11;69.36;1;13;-0.258819;-0.965925826
2.0181E+11;68.61;1;14;-0.5;-0.866025404
2.0181E+11;69.19;1;15;-0.707107;-0.707106781
2.0181E+11;74.04;1;16;-0.866025;-0.5
2.0181E+11;80.95;1;17;-0.965926;-0.258819045
2.0181E+11;89.97;1;18;-1;-1.83772E-16
2.0181E+11;105.12;1;19;-0.965926;0.258819045
2.0181E+11;84.96;1;20;-0.866025;0.5
2.0181E+11;76.02;1;21;-0.707107;0.707106781
2.0181E+11;59.99;1;22;-0.5;0.866025404
2.0181E+11;56.5;1;23;-0.258819;0.965925826
2.0181E+11;55.01;1;0;0;1
2.0181E+11;52.33;1;1;0.258819;0.965925826
2.0181E+11;50.33;1;2;0.5;0.866025404
2.0181E+11;50;1;3;0.707107;0.707106781
2.0181E+11;51.52;1;4;0.866025;0.5
2.0181E+11;55.75;1;5;0.965926;0.258819045
2.0181E+11;73.6;1;6;1;6.12574E-17
2.0181E+11;88.77;1;7;0.965926;-0.258819045
2.0181E+11;89.99;1;8;0.866025;-0.5
2.0181E+11;87.6;1;9;0.707107;-0.707106781
2.0181E+11;80.48;1;10;0.5;-0.866025404
2.0181E+11;74.24;1;11;0.258819;-0.965925826
2.0181E+11;59.75;1;12;0;-1
2.0181E+11;57.85;1;13;-0.258819;-0.965925826
2.0181E+11;60.01;1;14;-0.5;-0.866025404
2.0181E+11;70.81;1;15;-0.707107;-0.707106781
2.0181E+11;79.94;1;16;-0.866025;-0.5
2.0181E+11;82.94;1;17;-0.965926;-0.258819045
2.0181E+11;89.94;1;18;-1;-1.83772E-16
2.0181E+11;112.66;1;19;-0.965926;0.258819045
2.0181E+11;86.14;1;20;-0.866025;0.5
2.0181E+11;75.57;1;21;-0.707107;0.707106781
2.0181E+11;58.46;1;22;-0.5;0.866025404
2.0181E+11;58.16;1;23;-0.258819;0.965925826
2.0181E+11;55.35;1;0;0;1
2.0181E+11;53.36;1;1;0.258819;0.965925826
2.0181E+11;50.75;1;2;0.5;0.866025404
2.0181E+11;48.88;1;3;0.707107;0.707106781
2.0181E+11;48.9;1;4;0.866025;0.5
2.0181E+11;52.32;1;5;0.965926;0.258819045
2.0181E+11;61.06;1;6;1;6.12574E-17
2.0181E+11;79.86;1;7;0.965926;-0.258819045
2.0181E+11;82.99;1;8;0.866025;-0.5
2.0181E+11;80.97;1;9;0.707107;-0.707106781
2.0181E+11;74.59;1;10;0.5;-0.866025404
2.0181E+11;61.52;1;11;0.258819;-0.965925826
2.0181E+11;55.28;1;12;0;-1
2.0181E+11;55.04;1;13;-0.258819;-0.965925826
2.0181E+11;55.12;1;14;-0.5;-0.866025404
2.0181E+11;55.28;1;15;-0.707107;-0.707106781
2.0181E+11;60.45;1;16;-0.866025;-0.5
2.0181E+11;71.69;1;17;-0.965926;-0.258819045
2.0181E+11;80.15;1;18;-1;-1.83772E-16
2.0181E+11;83.86;1;19;-0.965926;0.258819045
2.0181E+11;75.48;1;20;-0.866025;0.5
2.0181E+11;60.07;1;21;-0.707107;0.707106781
2.0181E+11;58.76;1;22;-0.5;0.866025404
2.0181E+11;54.21;1;23;-0.258819;0.965925826
2.0181E+11;52.47;1;0;0;1
2.0181E+11;51.85;1;1;0.258819;0.965925826
2.0181E+11;50.61;1;2;0.5;0.866025404
2.0181E+11;49.96;1;3;0.707107;0.707106781
2.0181E+11;50.25;1;4;0.866025;0.5
2.0181E+11;54.34;1;5;0.965926;0.258819045
2.0181E+11;72.63;1;6;1;6.12574E-17
2.0181E+11;80.96;1;7;0.965926;-0.258819045
2.0181E+11;84.09;1;8;0.866025;-0.5
2.0181E+11;84.28;1;9;0.707107;-0.707106781
2.0181E+11;81.94;1;10;0.5;-0.866025404
2.0181E+11;75.19;1;11;0.258819;-0.965925826
2.0181E+11;69.16;1;12;0;-1
2.0181E+11;62.72;1;13;-0.258819;-0.965925826
2.0181E+11;60.29;1;14;-0.5;-0.866025404
2.0181E+11;60.92;1;15;-0.707107;-0.707106781
2.0181E+11;70.63;1;16;-0.866025;-0.5
2.0181E+11;80.71;1;17;-0.965926;-0.258819045
2.0181E+11;81.96;1;18;-1;-1.83772E-16
2.0181E+11;83.95;1;19;-0.965926;0.258819045
2.0181E+11;79.48;1;20;-0.866025;0.5
2.0181E+11;68.95;1;21;-0.707107;0.707106781
2.0181E+11;59.99;1;22;-0.5;0.866025404
2.0181E+11;55.38;1;23;-0.258819;0.965925826
2.0181E+11;64.75;2;0;0;1
2.0181E+11;56.55;2;1;0.258819;0.965925826
2.0181E+11;53.01;2;2;0.5;0.866025404
2.0181E+11;51.28;2;3;0.707107;0.707106781
2.0181E+11;50.75;2;4;0.866025;0.5
2.0181E+11;49.97;2;5;0.965926;0.258819045
2.0181E+11;52.4;2;6;1;6.12574E-17
2.0181E+11;56.03;2;7;0.965926;-0.258819045
2.0181E+11;61.97;2;8;0.866025;-0.5
2.0181E+11;70.93;2;9;0.707107;-0.707106781
2.0181E+11;66.39;2;10;0.5;-0.866025404
2.0181E+11;61.54;2;11;0.258819;-0.965925826
2.0181E+11;54.48;2;12;0;-1
2.0181E+11;50.86;2;13;-0.258819;-0.965925826
2.0181E+11;50.6;2;14;-0.5;-0.866025404
2.0181E+11;51.71;2;15;-0.707107;-0.707106781
2.0181E+11;54.99;2;16;-0.866025;-0.5
2.0181E+11;61.24;2;17;-0.965926;-0.258819045
2.0181E+11;75.8;2;18;-1;-1.83772E-16
2.0181E+11;79.95;2;19;-0.965926;0.258819045
2.0181E+11;71.69;2;20;-0.866025;0.5
2.0181E+11;62.29;2;21;-0.707107;0.707106781
2.0181E+11;60.01;2;22;-0.5;0.866025404
2.0181E+11;55.9;2;23;-0.258819;0.965925826
2.0181E+11;53.26;3;0;0;1
2.0181E+11;48.02;3;1;0.258819;0.965925826
2.0181E+11;48.07;3;2;0.5;0.866025404
2.0181E+11;50.5;3;3;0.707107;0.707106781
2.0181E+11;50.33;3;4;0.866025;0.5
2.0181E+11;50.5;3;5;0.965926;0.258819045
2.0181E+11;52.02;3;6;1;6.12574E-17
2.0181E+11;56.03;3;7;0.965926;-0.258819045
2.0181E+11;59;3;8;0.866025;-0.5
2.0181E+11;61.03;3;9;0.707107;-0.707106781
2.0181E+11;60.94;3;10;0.5;-0.866025404
2.0181E+11;60.79;3;11;0.258819;-0.965925826
2.0181E+11;51.63;3;12;0;-1
2.0181E+11;47.02;3;13;-0.258819;-0.965925826
2.0181E+11;47.51;3;14;-0.5;-0.866025404
2.0181E+11;44.97;3;15;-0.707107;-0.707106781
2.0181E+11;52.06;3;16;-0.866025;-0.5
2.0181E+11;58.58;3;17;-0.965926;-0.258819045
2.0181E+11;68.95;3;18;-1;-1.83772E-16
2.0181E+11;74.94;3;19;-0.965926;0.258819045
2.0181E+11;70.1;3;20;-0.866025;0.5
2.0181E+11;57.94;3;21;-0.707107;0.707106781
2.0181E+11;59.9;3;22;-0.5;0.866025404
2.0181E+11;48.08;3;23;-0.258819;0.965925826
2.0181E+11;46.35;1;0;0;1
2.0181E+11;46.32;1;1;0.258819;0.965925826
2.0181E+11;43.21;1;2;0.5;0.866025404
2.0181E+11;39.75;1;3;0.707107;0.707106781
2.0181E+11;41.81;1;4;0.866025;0.5
2.0181E+11;45.53;1;5;0.965926;0.258819045
2.0181E+11;59.32;1;6;1;6.12574E-17
2.0181E+11;75.18;1;7;0.965926;-0.258819045
2.0181E+11;76.39;1;8;0.866025;-0.5
2.0181E+11;69.86;1;9;0.707107;-0.707106781
2.0181E+11;58.21;1;10;0.5;-0.866025404
2.0181E+11;54.46;1;11;0.258819;-0.965925826
2.0181E+11;47.02;1;12;0;-1
2.0181E+11;46;1;13;-0.258819;-0.965925826
2.0181E+11;46.37;1;14;-0.5;-0.866025404
2.0181E+11;49.01;1;15;-0.707107;-0.707106781
2.0181E+11;55.8;1;16;-0.866025;-0.5
2.0181E+11;68.82;1;17;-0.965926;-0.258819045
