Datetime;Spot;day_cat;wind;sun;temp;t0;t1;t2;t3;t4;t5;t6;t7;t8;t9;t10;t11;t12;t13;t14;t15;t16;t17;t18;t19;t20;t21;t22;t23;d1;d2;d3;d4;t_saw1;t_saw2
2.02E+11;50.42;1;2.53;7.92;6.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;-0.833333333;-0.166666667
2.02E+11;52.4;1;2.42;0;5.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;-1;0
2.02E+11;50.47;1;2.92;0;4.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;-0.833333333;0.166666667
2.02E+11;46.06;1;2.67;0;4.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;-0.666666667;0.333333333
2.02E+11;43.02;1;2.5;0;3.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;-0.5;0.5
2.02E+11;44.58;1;2.65;0;3.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;-0.333333333;0.666666667
2.02E+11;39.6;1;2.68;0;2.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;-0.166666667;0.833333333
2.02E+11;38.04;2;2.6;0;1.92;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
2.02E+11;36.54;2;3.12;0;1.8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.166666667;0.833333333
2.02E+11;36.06;2;3.02;0;1.35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.333333333;0.666666667
2.02E+11;36.01;2;2.39;0;0.57;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.5;0.5
2.02E+11;35.61;2;2.57;0;0.25;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.666666667;0.333333333
2.02E+11;36.03;2;3.24;0;0.1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.833333333;0.166666667
2.02E+11;37.3;2;2.91;0;-0.3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
2.02E+11;41.11;2;2.72;6.4;-0.6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.833333333;-0.166666667
2.02E+11;43.57;2;3.07;37.69;0.35;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.666666667;-0.333333333
2.02E+11;41.72;2;3.78;53.05;1.55;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.5;-0.5
2.02E+11;40.94;2;3.88;59.4;3.15;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.333333333;-0.666666667
2.02E+11;38.02;2;3.76;60;4.4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.166666667;-0.833333333
2.02E+11;35.66;2;3.48;60;5.47;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;-1
2.02E+11;35.32;2;3.53;53.91;6.45;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-0.166666667;-0.833333333
2.02E+11;35.62;2;3.38;44.86;6.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;-0.333333333;-0.666666667
2.02E+11;35.49;2;3.49;59.52;6.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;-0.5;-0.5
2.02E+11;42.34;2;3.08;52.68;6.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;-0.666666667;-0.333333333
2.02E+11;47.49;2;2.5;8.46;5.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;-0.833333333;-0.166666667
2.02E+11;51.57;2;2.33;0;4.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;-1;0
2.02E+11;50.97;2;2.57;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;-0.833333333;0.166666667
2.02E+11;46.99;2;2.47;0;2.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;-0.666666667;0.333333333
2.02E+11;40.35;2;2.34;0;1.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;-0.5;0.5
2.02E+11;41.59;2;2.15;0;0.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;-0.333333333;0.666666667
2.02E+11;39;2;1.92;0;1.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;-0.166666667;0.833333333
2.02E+11;37.82;3;2.05;0;0.65;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2.02E+11;36.96;3;2.07;0;0.65;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.166666667;0.833333333
2.02E+11;36.97;3;1.56;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.333333333;0.666666667
2.02E+11;36.21;3;1.72;0;-0.2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.5;0.5
2.02E+11;36.21;3;1.96;0;-0.9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.666666667;0.333333333
2.02E+11;37.04;3;1.82;0;-0.4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.833333333;0.166666667
2.02E+11;36.98;3;1.84;0;-1.3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
2.02E+11;37.98;3;1.4;6.59;-0.3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.833333333;-0.166666667
2.02E+11;39.11;3;1.37;31.89;0.95;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.666666667;-0.333333333
2.02E+11;39.79;3;2.23;36.87;3.07;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.5;-0.5
2.02E+11;37.65;3;2.54;42.91;6.05;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.333333333;-0.666666667
2.02E+11;37.06;3;2.82;55.15;8.17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.166666667;-0.833333333
2.02E+11;37.14;3;2.57;48.71;9.75;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-1
2.02E+11;35;3;2.95;36.13;10.9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-0.166666667;-0.833333333
2.02E+11;34.54;3;3.09;35.31;11.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;-0.333333333;-0.666666667
2.02E+11;35.25;3;2.66;52.86;12.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;-0.5;-0.5
2.02E+11;37.04;3;2.43;60;11.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-0.666666667;-0.333333333
2.02E+11;42.37;3;1.49;26.17;9.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;-0.833333333;-0.166666667
2.02E+11;51;3;1.05;0;7.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;-1;0
2.02E+11;51.47;3;1.85;0;5.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;-0.833333333;0.166666667
2.02E+11;50;3;2.16;0;5.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;-0.666666667;0.333333333
2.02E+11;44.46;3;1.95;0;4.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-0.5;0.5
2.02E+11;47.65;3;1.73;0;3.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-0.333333333;0.666666667
2.02E+11;44.1;3;1.63;0;1.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;-0.166666667;0.833333333
2.02E+11;38.7;1;1.72;0;2.27;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2.02E+11;37.02;1;1.69;0;1.97;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.166666667;0.833333333
2.02E+11;37;1;1.51;0;1.7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.333333333;0.666666667
2.02E+11;36.37;1;1.61;0;0.72;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.5;0.5
2.02E+11;36.06;1;1.69;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.666666667;0.333333333
2.02E+11;40.07;1;1.53;0;0.5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.833333333;0.166666667
2.02E+11;50.02;1;1.52;0;-0.3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2.02E+11;56.88;1;1.65;7.21;0.72;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.833333333;-0.166666667
2.02E+11;55.59;1;1.48;56.57;3.4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.666666667;-0.333333333
2.02E+11;50.72;1;1.67;60;6.47;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.5;-0.5
2.02E+11;45.18;1;2.32;60;9.05;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.333333333;-0.666666667
2.02E+11;41.85;1;2.61;60;11.3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.166666667;-0.833333333
2.02E+11;40.09;1;2.92;60;13;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-1
2.02E+11;38.98;1;2.92;60;14;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;-0.166666667;-0.833333333
2.02E+11;37.88;1;3.18;60;14.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;-0.333333333;-0.666666667
2.02E+11;42;1;3.39;60;14.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;-0.5;-0.5
2.02E+11;44.4;1;2.89;60;14.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;-0.666666667;-0.333333333
2.02E+11;51.15;1;2.21;26.58;12.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;-0.833333333;-0.166666667
2.02E+11;55.07;1;1.87;0;10.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;-1;0
2.02E+11;54.4;1;2.18;0;9.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;-0.833333333;0.166666667
2.02E+11;50.61;1;2.25;0;6.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;-0.666666667;0.333333333
2.02E+11;43.09;1;1.81;0;5.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;-0.5;0.5
2.02E+11;42.4;1;1.73;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;-0.333333333;0.666666667
2.02E+11;40.4;1;1.59;0;3.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;-0.166666667;0.833333333
2.02E+11;37.1;1;2.15;0;3.15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2.02E+11;37;1;2.07;0;3.3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.166666667;0.833333333
2.02E+11;36.84;1;1.71;0;2.12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.333333333;0.666666667
2.02E+11;35.88;1;1.63;0;1.42;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.5;0.5
2.02E+11;36.77;1;1.67;0;1.5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.666666667;0.333333333
2.02E+11;39.41;1;1.74;0;1.15;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.833333333;0.166666667
2.02E+11;48.74;1;1.9;0;1.22;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2.02E+11;53.04;1;1.92;4.52;1.65;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.833333333;-0.166666667
2.02E+11;51.88;1;2.25;28.78;3.6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.666666667;-0.333333333
2.02E+11;49.92;1;2.03;33.2;6.62;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.5;-0.5
2.02E+11;44.39;1;2.29;35.65;9.97;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.333333333;-0.666666667
2.02E+11;41.69;1;2.35;35.65;11.7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.166666667;-0.833333333
2.02E+11;39.28;1;2.35;35.65;13.2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-1
2.02E+11;39;1;2.22;35.65;14.2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;-0.166666667;-0.833333333
2.02E+11;37.91;1;2.01;35.65;14.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;-0.333333333;-0.666666667
2.02E+11;41.45;1;1.7;35.65;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;-0.5;-0.5
2.02E+11;46.88;1;1.9;35.65;14.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;-0.666666667;-0.333333333
2.02E+11;53.46;1;1.48;28.66;12.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;-0.833333333;-0.166666667
2.02E+11;58.17;1;1.41;0;10.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;-1;0
2.02E+11;54.94;1;1.19;0;7.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;-0.833333333;0.166666667
2.02E+11;50.92;1;1.04;0;6.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;-0.666666667;0.333333333
2.02E+11;47.57;1;1.21;0;6.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;-0.5;0.5
2.02E+11;46.8;1;1.42;0;5.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;-0.333333333;0.666666667
2.02E+11;41.41;1;1.7;0;4.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;-0.166666667;0.833333333
2.02E+11;40.98;1;1.44;0;3.9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2.02E+11;39.42;1;1.52;0;3.05;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.166666667;0.833333333
2.02E+11;38.58;1;1.46;0;2.7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.333333333;0.666666667
2.02E+11;37.99;1;1.47;0;1.57;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.5;0.5
2.02E+11;39.16;1;1.58;0;1.37;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.666666667;0.333333333
2.02E+11;41.48;1;1.39;0;0.97;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.833333333;0.166666667
2.02E+11;50.84;1;1.59;0;0.9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2.02E+11;58.71;1;1.93;11.88;1.42;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.833333333;-0.166666667
2.02E+11;54.19;1;2.36;57.81;6.32;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.666666667;-0.333333333
2.02E+11;49.95;1;2.35;60;9.3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.5;-0.5
2.02E+11;44.57;1;2.69;60;12.2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.333333333;-0.666666667
2.02E+11;40.79;1;2.9;60;14.3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.166666667;-0.833333333
2.02E+11;39.63;1;3.16;60;15.9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-1
2.02E+11;39.58;1;3.05;60;16.9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;-0.166666667;-0.833333333
2.02E+11;40.06;1;3.36;60;17.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;-0.333333333;-0.666666667
2.02E+11;40.62;1;3.4;60;17.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;-0.5;-0.5
2.02E+11;44.94;1;3.04;59.81;16.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;-0.666666667;-0.333333333
2.02E+11;49.92;1;2.38;33.79;14.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;-0.833333333;-0.166666667
2.02E+11;51.96;1;2.14;0.48;12.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;-1;0
2.02E+11;51.82;1;2.13;0;10.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;-0.833333333;0.166666667
2.02E+11;46.69;1;2.47;0;9.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;-0.666666667;0.333333333
2.02E+11;41.58;1;2.91;0;7.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;-0.5;0.5
2.02E+11;41.39;1;2.82;0;8.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;-0.333333333;0.666666667
2.02E+11;36.21;1;2.86;0;7.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;-0.166666667;0.833333333
2.02E+11;29.78;1;3.22;0;7.22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2.02E+11;30.41;1;3.21;0;6.05;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.166666667;0.833333333
2.02E+11;29.8;1;3.5;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.333333333;0.666666667
2.02E+11;27.61;1;3.35;0;5.4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.5;0.5
2.02E+11;28.96;1;3.21;0;4.72;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.666666667;0.333333333
2.02E+11;32.93;1;3.31;0;4.5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.833333333;0.166666667
2.02E+11;42.45;1;3.72;0;4.47;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2.02E+11;48.87;1;3.53;15.18;5.32;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.833333333;-0.166666667
2.02E+11;47.47;1;4.04;49.38;7.05;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.666666667;-0.333333333
2.02E+11;42.7;1;3.87;52.81;9.3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.5;-0.5
2.02E+11;42.47;1;4.21;49.28;10.8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.333333333;-0.666666667
2.02E+11;38.89;1;4.16;47.73;11.7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.166666667;-0.833333333
2.02E+11;38;1;4.02;48.62;12.5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-1
2.02E+11;37.08;1;4.05;35.26;13.1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;-0.166666667;-0.833333333
2.02E+11;38.05;1;4.6;40.93;12.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;-0.333333333;-0.666666667
2.02E+11;40.7;1;4.19;32.41;11.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;-0.5;-0.5
2.02E+11;42.73;1;3.54;20.46;11.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;-0.666666667;-0.333333333
2.02E+11;48.03;1;3.21;12.62;10.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;-0.833333333;-0.166666667
2.02E+11;50.96;1;3.02;0;9.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;-1;0
2.02E+11;50.97;1;2.48;0;8.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;-0.833333333;0.166666667
2.02E+11;48.54;1;2.35;0;8.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;-0.666666667;0.333333333
2.02E+11;44.2;1;2.07;0;7.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;-0.5;0.5
2.02E+11;43.21;1;2;0;7.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;-0.333333333;0.666666667
2.02E+11;41.44;1;1.93;0;7.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;-0.166666667;0.833333333
2.02E+11;39.4;1;1.8;0;6.5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2.02E+11;37.1;1;1.86;0;6.62;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.166666667;0.833333333
